date,entry_time,side,pnl,win,range_consumed,fib_dist,golden_zone,rsi_1h,hurst,poc_above,poc_dist,mtf_1h_bull,mtf_4h_bull,mtf_aligned,atr
2025-09-22,10:30,LONG,45.76,1,3.507,89.25,0,63.58,-0.1684,1,489.5,1,1,1,23.2
2025-09-22,13:10,LONG,168.76,1,10.421,173.0,0,67.92,-0.1551,1,573.2,1,1,1,15.8
2025-09-23,11:10,LONG,-63.24,0,1.899,8.25,0,41.05,-0.0233,1,126.2,0,1,0,20.7
2025-09-23,13:05,SHORT,100.76,1,4.456,28.25,0,28.92,-0.0404,1,89.8,0,0,1,17.0
2025-09-24,10:45,LONG,-79.74,0,2.293,39.33,0,46.75,-0.1381,1,20.8,0,0,0,26.2
2025-09-24,13:45,SHORT,-59.24,0,9.181,11.42,0,30.23,0.0099,0,-96.8,0,0,1,19.3
2025-09-25,13:20,SHORT,164.76,1,0.271,12.2,0,34.15,0.1081,0,-294.8,0,0,1,27.7
2025-09-26,11:25,LONG,122.76,1,0.477,51.38,0,53.26,-0.1317,1,148.0,1,0,0,46.7
2025-09-26,13:25,LONG,-69.74,0,2.387,7.08,0,59.79,-0.1065,1,224.8,1,1,1,22.8
2025-09-29,10:30,LONG,-105.74,0,2.935,57.33,0,84.61,-0.0714,1,304.5,1,1,1,34.8
2025-09-30,10:30,LONG,100.76,1,0.685,2.9,1,40.76,-0.1564,0,-87.2,0,0,0,42.0
2025-09-30,11:10,LONG,-102.74,0,0.214,33.1,0,51.37,-0.1239,0,-51.2,1,0,0,33.8
2025-10-01,10:30,LONG,153.76,1,2.956,4.05,0,60.72,-0.2162,1,111.2,1,1,1,45.2
2025-10-01,13:25,LONG,-79.24,0,16.962,37.0,0,70.18,-0.1826,1,198.2,1,1,1,13.0
2025-10-02,10:35,LONG,-116.74,0,1.994,2.92,0,54.55,0.4759,1,298.0,1,1,1,38.5
2025-10-02,11:50,LONG,48.26,1,3.621,14.36,0,48.5,0.2536,1,272.8,0,1,0,28.2
2025-10-03,10:40,LONG,-0.74,0,0.679,18.17,0,38.32,0.1515,1,73.8,0,0,0,33.5
2025-10-03,11:50,LONG,-57.74,0,0.159,23.03,0,42.57,0.1069,1,99.5,0,1,0,18.8
2025-10-06,11:00,LONG,97.26,1,1.968,3.92,0,68.85,-0.2991,1,20.8,1,1,1,26.2
2025-10-06,13:45,LONG,55.76,1,0.488,32.9,0,73.18,-0.359,1,79.0,1,1,1,13.8
2025-10-08,10:40,LONG,158.26,1,4.396,6.97,0,74.37,0.0528,1,96.2,1,1,1,26.5
2025-10-08,13:00,LONG,138.76,1,14.829,16.46,0,76.56,0.0148,1,152.8,1,1,1,11.7
2025-10-10,10:30,LONG,0.26,1,0.765,4.58,0,50.38,-0.0133,1,126.5,1,1,1,34.3
2025-10-10,10:45,LONG,-92.24,0,1.269,3.62,0,51.99,-0.0699,1,138.8,1,1,1,30.3
2025-10-13,10:30,LONG,-0.74,0,0.514,15.33,0,52.67,0.09,0,-241.5,1,1,1,55.0
2025-10-13,11:10,LONG,97.26,1,0.09,8.67,0,48.1,0.1556,0,-265.5,1,1,1,47.2
2025-10-15,10:30,LONG,-141.24,0,2.245,19.42,0,93.41,0.1708,1,591.0,1,1,1,46.7
2025-10-16,10:30,LONG,97.76,1,1.294,19.62,0,81.01,-0.3698,1,402.2,1,1,1,49.7
2025-10-16,10:50,LONG,-150.24,0,1.862,2.75,0,82.57,-0.3026,1,430.5,1,1,1,49.7
2025-10-20,10:30,LONG,82.76,1,4.371,35.42,0,77.14,-0.0711,1,419.0,1,1,1,34.8
2025-10-20,11:35,LONG,35.26,1,9.725,10.08,0,79.45,-0.1211,1,464.5,1,1,1,20.3
2025-10-21,10:35,LONG,-0.74,0,1.33,12.75,0,28.87,-0.0212,1,92.2,0,1,0,38.2
2025-10-21,11:30,LONG,-0.74,0,0.365,26.75,0,39.85,-0.0126,1,131.8,0,1,0,30.8
2025-10-22,10:40,SHORT,-141.74,0,4.078,9.25,0,33.74,-0.0235,0,-162.2,0,0,1,46.8
2025-10-22,11:15,SHORT,164.76,1,2.954,22.75,0,30.83,0.0466,0,-116.0,0,0,1,49.0
2025-10-23,10:30,LONG,-0.74,0,3.512,48.4,0,63.16,-0.041,1,202.5,1,1,1,41.5
2025-10-23,10:55,LONG,-124.24,0,4.232,20.65,0,65.39,-0.1732,1,230.2,1,1,1,41.0
2025-10-24,10:35,LONG,-120.24,0,1.128,33.83,0,85.56,-0.0242,1,362.8,1,1,1,39.7
2025-10-24,11:10,LONG,91.26,1,1.169,25.33,0,82.48,0.0277,1,354.2,1,1,1,31.0
2025-10-27,10:30,LONG,40.26,1,1.923,127.58,0,88.05,0.123,1,347.5,1,1,1,30.2
2025-10-27,13:30,LONG,117.76,1,9.356,161.58,0,87.09,0.0254,1,381.5,1,1,1,9.8
2025-10-28,11:05,LONG,-70.24,0,0.054,10.92,0,71.16,-0.0233,1,216.2,1,1,1,23.0
2025-10-28,11:55,LONG,121.26,1,0.439,18.67,0,72.25,-0.1718,1,224.0,1,1,1,20.5
2025-10-29,10:30,LONG,-76.24,0,1.52,26.0,0,71.73,-0.1244,1,191.8,1,1,1,25.0
2025-10-30,10:30,SHORT,-0.74,0,1.11,1.0,0,35.8,0.3277,0,-124.5,0,0,1,68.7
2025-10-30,10:45,SHORT,95.26,1,1.063,2.25,0,36.07,0.2731,0,-118.2,0,0,1,65.8
2025-10-31,10:30,LONG,81.26,1,1.883,7.25,0,39.52,-0.0266,1,124.8,0,0,0,41.2
2025-11-03,11:55,LONG,42.26,1,3.341,40.76,0,54.95,0.0763,1,12.8,1,1,1,35.2
2025-11-04,10:50,SHORT,-0.74,0,1.704,68.5,0,36.3,0.1131,0,-439.5,0,0,1,38.0
2025-11-04,11:50,SHORT,212.76,1,0.638,26.5,0,37.56,0.0949,0,-481.5,0,0,1,35.7
2025-11-07,10:30,SHORT,110.76,1,2.481,17.58,0,22.0,-0.1463,0,-427.2,0,0,1,77.0
2025-11-07,10:55,SHORT,-0.74,0,4.248,113.33,0,19.1,-0.1182,0,-523.0,0,0,1,67.5
2025-11-10,10:30,LONG,-110.74,0,3.137,16.83,0,86.17,0.0833,1,663.5,1,1,1,36.5
2025-11-10,13:10,LONG,-0.74,0,4.311,22.83,0,68.08,0.2678,1,657.5,1,1,1,25.2
2025-11-11,10:30,SHORT,-0.74,0,2.064,13.23,0,21.92,-0.1286,0,-41.5,0,0,1,43.0
2025-11-11,11:05,SHORT,-117.24,0,2.483,12.08,0,21.96,-0.1445,0,-48.8,0,0,1,38.7
2025-11-12,10:55,SHORT,79.76,1,4.669,20.42,0,33.25,-0.0101,0,-17.5,0,0,1,47.3
2025-11-12,11:45,SHORT,-124.74,0,6.559,0.71,0,30.67,-0.0125,0,-66.5,0,0,1,41.2
2025-11-13,10:30,SHORT,160.76,1,2.197,0.67,0,16.52,0.1567,0,-296.5,0,0,1,72.5
2025-11-13,10:55,SHORT,90.76,1,3.305,60.67,0,14.92,0.1452,0,-356.5,0,0,1,66.3
2025-11-17,10:30,SHORT,170.26,1,1.106,51.75,0,42.64,0.0163,1,357.0,0,0,1,81.2
2025-11-17,11:15,SHORT,-196.74,0,0.56,74.5,0,32.45,0.035,1,230.8,0,0,1,65.2
2025-11-19,10:45,LONG,-167.24,0,4.572,5.42,0,71.17,0.4812,1,115.5,1,1,1,55.3
2025-11-19,11:00,LONG,-147.24,0,3.185,50.08,0,58.01,0.5585,1,17.5,1,1,1,48.7
2025-11-20,10:30,LONG,-0.74,0,0.767,47.08,0,61.56,0.0883,1,611.5,1,1,1,64.8
2025-11-21,11:30,LONG,91.76,1,0.369,15.95,1,49.69,0.0151,0,-420.0,1,0,0,99.5
2025-11-21,11:50,LONG,176.26,1,0.849,92.55,0,54.05,0.0131,0,-311.5,1,0,0,84.5
2025-11-24,10:30,LONG,179.76,1,3.213,12.65,0,69.77,-0.07,1,589.5,1,1,1,74.0
2025-11-24,11:15,LONG,84.76,1,7.644,120.15,0,71.29,-0.0534,1,697.0,1,1,1,45.2
2025-11-26,10:30,LONG,148.76,1,0.005,28.08,0,58.13,-0.0238,1,470.8,1,1,1,54.5
2025-11-26,11:15,LONG,-0.74,0,2.314,49.08,0,65.22,0.0368,1,557.0,1,1,1,37.2
2025-11-28,10:30,LONG,-0.74,0,0.643,2.37,0,76.1,-0.1282,1,215.2,1,1,1,36.2
2025-11-28,11:30,LONG,-0.74,0,1.688,6.54,0,82.79,-0.0773,1,234.8,1,1,1,25.3
2025-12-01,10:30,SHORT,-154.24,0,0.657,20.83,0,47.12,0.004,0,-174.0,0,0,1,51.0
2025-12-02,10:30,LONG,12.76,1,1.267,1.96,0,68.02,0.1708,1,173.2,1,1,1,46.2
2025-12-02,10:40,LONG,-0.74,0,2.722,36.33,0,78.99,0.1641,1,244.5,1,1,1,47.7
2025-12-04,10:30,LONG,-0.74,0,2.139,0.42,0,42.9,-0.2896,1,98.5,0,0,0,54.0
2025-12-04,11:00,SHORT,-125.24,0,4.306,22.42,0,32.25,-0.2262,1,36.0,0,0,1,41.3
2025-12-05,10:30,LONG,-137.24,0,3.866,32.67,0,70.56,0.0835,1,218.5,1,1,1,45.3
2025-12-05,10:55,LONG,-117.24,0,1.642,7.34,0,57.59,0.1278,1,106.8,1,1,1,38.7
2025-12-11,10:30,LONG,-186.74,0,1.043,3.92,1,45.21,0.3138,0,-98.8,0,0,0,61.8
2025-12-11,10:55,LONG,-0.74,0,1.984,11.75,0,41.97,0.3211,0,-146.0,0,0,0,56.3
2025-12-12,10:30,SHORT,247.76,1,3.352,48.28,0,21.13,0.0517,0,-118.5,0,0,1,63.2
2025-12-12,11:10,SHORT,79.76,1,5.197,46.17,0,14.74,0.2257,0,-272.2,0,0,1,70.3
2025-12-15,11:15,LONG,-184.24,0,2.746,80.42,0,47.88,-0.0884,1,71.0,0,0,0,61.0
2025-12-16,10:50,LONG,-0.74,0,1.053,16.94,0,64.38,-0.1206,0,-295.2,1,0,0,73.8
2025-12-16,11:20,SHORT,-173.74,0,0.0,12.25,0,56.77,-0.0613,0,-373.0,1,0,0,57.5
2025-12-17,10:45,SHORT,103.76,1,4.433,13.34,0,31.66,0.2554,0,-119.2,0,0,1,63.2
2025-12-17,13:40,SHORT,-0.74,0,12.907,19.33,0,25.84,0.0344,0,-280.2,0,0,1,34.2
2025-12-18,10:30,LONG,-0.74,0,1.301,2.92,0,89.07,0.3606,1,228.5,1,1,1,62.7
2025-12-18,10:50,LONG,-0.74,0,1.745,13.58,0,89.41,0.3654,1,245.0,1,1,1,56.2
2025-12-22,11:10,LONG,17.76,1,2.741,277.08,0,51.97,0.0023,1,739.8,1,1,1,27.0
2025-12-22,13:00,LONG,-79.24,0,5.25,282.83,0,55.88,0.0114,1,745.5,1,1,1,13.0
2025-12-26,10:30,LONG,-88.24,0,0.216,5.54,0,51.16,0.0565,1,88.5,1,1,1,29.0
2025-12-26,13:45,LONG,-46.24,0,1.552,3.21,0,51.82,0.0394,1,79.8,1,1,1,9.7
2025-12-30,10:30,SHORT,-91.74,0,0.041,15.41,0,44.13,-0.0105,0,-77.2,0,0,1,30.2
2025-12-30,11:50,SHORT,-8.74,0,1.772,14.42,0,53.62,0.081,0,-41.8,0,0,1,19.3
2025-12-31,11:00,SHORT,-72.74,0,4.846,36.17,0,41.61,0.0896,0,-147.5,0,0,1,23.8
2025-12-31,13:00,SHORT,-89.24,0,6.562,16.92,0,46.1,0.0303,0,-128.2,0,0,1,14.7
