date,trade_idx,side,entry_time,pnl,win,ovn_pos,daily_bias,range_consumed,fib_dist,golden_zone,rsi_1h,hurst,poc_above,poc_dist,mtf_1h_bull,mtf_4h_bull,mtf_aligned,atr,fib_runway,fib_floor,fib_density,above_P,above_P_pts,near_golden,struct_rr
2025-08-08,0,LONG,10:45,-88.24,0,0.512,BOTH,4.948,8.86,0,65.76,0.2148,1,78.2,1,1,1,29.0,121.5,350.1,1,1,219.8,0,0.35
2025-08-08,1,LONG,11:40,124.26,1,0.512,BOTH,3.75,15.62,0,58.27,0.3143,1,13.5,1,1,1,21.0,15.6,285.4,3,1,155.0,0,0.05
2025-08-11,0,LONG,10:30,34.26,1,0.454,BOTH,1.193,3.75,0,53.8,-0.2089,1,112.2,1,1,1,26.8,3.8,163.8,4,1,93.5,0,0.02
2025-08-11,1,LONG,13:00,-53.24,0,0.454,BOTH,1.688,6.5,0,48.12,-0.1804,1,109.5,1,1,1,17.3,6.5,161.0,4,1,90.8,0,0.04
2025-08-12,0,LONG,10:30,-0.74,0,0.606,BOTH,0.282,19.42,0,60.65,0.2318,1,25.5,1,1,1,49.7,19.4,97.1,4,1,38.4,0,0.2
2025-08-12,1,LONG,11:00,98.26,1,0.606,BOTH,1.626,5.79,0,62.48,0.2231,1,69.8,1,1,1,35.8,12.4,141.4,4,1,82.7,1,0.09
2025-08-15,0,LONG,10:35,-121.24,0,0.422,BOTH,1.519,4.5,1,43.43,0.0996,0,-24.0,0,0,0,40.0,139.0,4.5,4,0,-76.2,0,30.89
2025-08-15,1,SHORT,13:15,-59.74,0,0.422,BOTH,6.141,29.0,0,28.69,0.0832,0,-83.0,0,0,1,19.5,29.0,198.0,2,0,-135.2,0,0.15
2025-08-20,0,LONG,11:20,-0.74,0,0.591,BOTH,5.182,15.92,0,38.32,0.326,0,-502.5,0,0,0,40.7,448.9,15.9,1,0,-329.6,0,28.23
2025-08-22,0,LONG,10:30,-0.74,0,0.921,LONG,4.321,4.0,0,81.13,0.142,1,378.2,1,1,1,75.3,999.0,439.1,1,1,351.8,0,
2025-08-22,1,LONG,11:50,-89.74,0,0.921,LONG,10.839,1.75,0,80.09,0.0895,1,372.5,1,1,1,29.5,1.8,433.4,1,1,346.0,0,0.0
2025-08-26,0,LONG,10:30,-4.24,0,0.663,BOTH,1.816,9.0,0,75.64,-0.4535,1,51.8,1,1,1,34.8,74.6,56.6,1,0,-9.0,0,1.32
2025-08-26,1,LONG,13:00,-74.24,0,0.663,BOTH,5.836,1.25,0,71.45,-0.4633,1,59.5,1,1,1,12.2,66.9,64.4,1,0,-1.2,0,1.04
2025-08-28,0,LONG,10:30,95.76,1,0.826,BOTH,0.413,5.58,0,73.77,0.0169,1,152.0,1,1,1,50.8,14.4,154.6,4,1,90.1,1,0.09
2025-08-28,1,LONG,11:05,-0.74,0,0.826,BOTH,2.162,26.42,0,75.85,0.059,1,204.5,1,1,1,34.0,26.4,207.1,2,1,142.6,0,0.13
2025-09-02,0,SHORT,10:40,151.26,1,0.081,SHORT,1.543,63.92,0,29.85,0.1707,0,-270.2,0,0,1,52.8,91.9,432.2,0,0,-330.4,0,0.21
2025-09-02,1,SHORT,13:15,-68.24,0,0.081,SHORT,1.164,36.42,0,32.25,0.2011,0,-325.8,0,0,1,22.3,36.4,487.7,1,0,-385.9,0,0.07
2025-09-03,0,LONG,13:10,-69.24,0,0.815,BOTH,0.96,14.25,0,62.61,-0.136,1,382.0,1,1,1,22.7,136.5,367.0,1,1,269.5,0,0.37
2025-09-04,0,LONG,10:30,-0.74,0,0.473,BOTH,0.42,1.12,0,48.71,-0.198,1,79.5,1,1,1,43.5,23.4,184.4,4,1,105.0,1,0.13
2025-09-04,1,LONG,10:45,-0.74,0,0.473,BOTH,1.031,2.64,0,53.27,-0.2094,1,100.2,1,1,1,37.8,2.6,205.1,2,1,125.8,1,0.01
2025-09-08,0,LONG,10:30,-0.74,0,0.911,LONG,2.141,13.07,0,70.24,-0.1379,1,224.8,1,1,1,34.3,22.9,316.8,3,1,164.9,0,0.07
2025-09-08,1,LONG,11:00,-76.74,0,0.911,LONG,3.099,17.57,0,70.33,-0.1238,1,229.2,1,1,1,25.2,18.4,321.3,3,1,169.4,0,0.06
2025-09-09,0,LONG,13:05,5.76,1,0.468,BOTH,0.539,8.42,0,51.27,-0.0976,1,46.8,1,1,1,14.8,8.4,84.2,4,1,36.2,0,0.1
2025-09-10,0,LONG,10:30,-108.24,0,0.78,BOTH,0.827,30.17,0,62.46,-0.0549,1,162.0,1,1,1,35.7,50.9,211.6,1,1,161.4,0,0.24
2025-09-11,0,LONG,10:30,37.26,1,0.991,LONG,0.619,5.94,0,75.34,-0.0591,1,31.2,1,1,1,33.5,68.8,201.7,2,1,126.9,0,0.34
2025-09-11,1,LONG,13:00,72.76,1,0.991,LONG,1.885,9.69,0,69.69,-0.0415,1,35.0,1,1,1,13.0,65.1,205.4,2,1,130.7,0,0.32
2025-09-15,0,LONG,10:30,-0.74,0,0.949,LONG,2.643,16.17,0,73.89,-0.0424,1,195.8,1,1,1,23.8,16.2,199.9,1,1,140.8,0,0.08
2025-09-15,1,LONG,11:25,22.76,1,0.949,LONG,4.035,3.17,0,76.83,-0.0791,1,208.8,1,1,1,18.8,3.2,212.9,1,1,153.8,0,0.02
2025-09-16,0,LONG,13:10,1.76,1,0.502,BOTH,4.191,4.3,0,40.11,-0.0626,1,104.8,0,1,0,11.3,10.1,97.7,4,1,51.0,1,0.1
2025-09-17,0,SHORT,11:30,31.76,1,0.661,BOTH,5.465,12.67,0,24.65,0.1521,0,-126.5,0,0,1,19.2,12.7,170.2,2,0,-132.7,0,0.07
2025-09-18,0,LONG,10:35,-0.74,0,0.709,BOTH,2.233,56.08,0,74.07,0.1818,1,459.0,1,1,1,36.8,104.8,467.2,0,1,353.6,0,0.22
2025-09-18,1,LONG,11:50,37.76,1,0.709,BOTH,2.273,34.83,0,70.47,0.1625,1,437.8,1,1,1,26.8,126.1,446.0,1,1,332.3,0,0.28
2025-09-22,0,LONG,10:30,45.76,1,0.524,BOTH,3.507,89.25,0,63.58,-0.1684,1,489.5,1,1,1,23.2,999.0,503.3,0,1,421.8,0,
2025-09-22,1,LONG,13:10,168.76,1,0.524,BOTH,10.421,173.0,0,67.92,-0.1551,1,573.2,1,1,1,15.8,999.0,587.1,0,1,505.5,0,
2025-09-23,0,LONG,11:10,-63.24,0,0.526,BOTH,1.899,8.25,0,41.05,-0.0233,1,126.2,0,1,0,20.7,71.7,78.2,1,1,8.2,0,0.92
2025-09-23,1,SHORT,13:05,100.76,1,0.526,BOTH,4.456,28.25,0,28.92,-0.0404,1,89.8,0,0,1,17.0,41.8,108.2,1,0,-28.2,0,0.39
2025-09-24,0,LONG,10:45,-79.74,0,0.724,BOTH,2.293,39.33,0,46.75,-0.1381,1,20.8,0,0,0,26.2,124.4,48.7,1,0,-39.3,0,2.55
2025-09-24,1,SHORT,13:45,-59.24,0,0.724,BOTH,9.181,11.42,0,30.23,0.0099,0,-96.8,0,0,1,19.3,73.7,241.9,2,0,-156.8,0,0.3
2025-09-25,0,SHORT,13:20,164.76,1,0.144,SHORT,0.271,12.2,0,34.15,0.1081,0,-294.8,0,0,1,27.7,91.4,283.5,2,0,-179.8,0,0.32
2025-09-26,0,LONG,11:25,122.76,1,0.48,BOTH,0.477,51.38,0,53.26,-0.1317,1,148.0,1,0,0,46.7,51.4,158.7,0,1,53.7,0,0.32
2025-09-26,1,LONG,13:25,-69.74,0,0.48,BOTH,2.387,7.08,0,59.79,-0.1065,1,224.8,1,1,1,22.8,7.1,235.5,4,1,130.4,0,0.03
2025-09-29,0,LONG,10:30,-105.74,0,0.691,BOTH,2.935,57.33,0,84.61,-0.0714,1,304.5,1,1,1,34.8,57.3,376.7,0,1,296.6,0,0.15
2025-09-30,0,LONG,10:30,100.76,1,0.646,BOTH,0.685,2.9,1,40.76,-0.1564,0,-87.2,0,0,0,42.0,131.2,17.8,3,0,-69.8,0,7.37
2025-09-30,1,LONG,11:10,-102.74,0,0.646,BOTH,0.214,33.1,0,51.37,-0.1239,0,-51.2,1,0,0,33.8,95.2,33.1,2,0,-33.8,0,2.88
2025-10-01,0,LONG,10:30,153.76,1,0.485,BOTH,2.956,4.05,0,60.72,-0.2162,1,111.2,1,1,1,45.2,50.0,145.6,4,1,91.5,0,0.34
2025-10-01,1,LONG,13:25,-79.24,0,0.485,BOTH,16.962,37.0,0,70.18,-0.1826,1,198.2,1,1,1,13.0,46.0,232.6,1,1,178.5,0,0.2
2025-10-02,0,LONG,10:35,-116.74,0,0.919,LONG,1.994,2.92,0,54.55,0.4759,1,298.0,1,1,1,38.5,33.8,265.8,3,1,158.4,0,0.13
2025-10-02,1,LONG,11:50,48.26,1,0.919,LONG,3.621,14.36,0,48.5,0.2536,1,272.8,0,1,0,28.2,22.3,240.6,2,1,133.2,0,0.09
2025-10-03,0,LONG,10:40,-0.74,0,0.488,BOTH,0.679,18.17,0,38.32,0.1515,1,73.8,0,0,0,33.5,48.8,85.1,1,1,18.2,0,0.57
2025-10-03,1,LONG,11:50,-57.74,0,0.488,BOTH,0.159,23.03,0,42.57,0.1069,1,99.5,0,1,0,18.8,23.0,110.9,1,1,43.9,0,0.21
2025-10-06,0,LONG,11:00,97.26,1,0.898,LONG,1.968,3.92,0,68.85,-0.2991,1,20.8,1,1,1,26.2,25.3,222.7,4,1,127.9,0,0.11
2025-10-06,1,LONG,13:45,55.76,1,0.898,LONG,0.488,32.9,0,73.18,-0.359,1,79.0,1,1,1,13.8,61.8,280.9,1,1,186.2,0,0.22
2025-10-08,0,LONG,10:40,158.26,1,0.635,BOTH,4.396,6.97,0,74.37,0.0528,1,96.2,1,1,1,26.5,7.0,207.1,2,1,100.1,0,0.03
2025-10-08,1,LONG,13:00,138.76,1,0.635,BOTH,14.829,16.46,0,76.56,0.0148,1,152.8,1,1,1,11.7,16.6,263.6,2,1,156.6,1,0.06
2025-10-10,0,LONG,10:30,0.26,1,0.59,BOTH,0.765,4.58,0,50.38,-0.0133,1,126.5,1,1,1,34.3,15.9,158.1,4,1,91.7,1,0.1
2025-10-10,1,LONG,10:45,-92.24,0,0.59,BOTH,1.269,3.62,0,51.99,-0.0699,1,138.8,1,1,1,30.3,3.6,170.4,4,1,103.9,1,0.02
2025-10-13,0,LONG,10:30,-0.74,0,0.847,BOTH,0.514,15.33,0,52.67,0.09,0,-241.5,1,1,1,55.0,267.3,333.5,1,1,15.3,0,0.8
2025-10-13,1,LONG,11:10,97.26,1,0.847,BOTH,0.09,8.67,0,48.1,0.1556,0,-265.5,1,1,1,47.2,291.3,309.5,1,0,-8.7,0,0.94
2025-10-15,0,LONG,10:30,-141.24,0,0.93,LONG,2.245,19.42,0,93.41,0.1708,1,591.0,1,1,1,46.7,172.4,543.4,2,1,351.6,0,0.32
2025-10-16,0,LONG,10:30,97.76,1,0.76,BOTH,1.294,19.62,0,81.01,-0.3698,1,402.2,1,1,1,49.7,19.6,381.0,3,1,207.5,0,0.05
2025-10-16,1,LONG,10:50,-150.24,0,0.76,BOTH,1.862,2.75,0,82.57,-0.3026,1,430.5,1,1,1,49.7,2.8,409.3,2,1,235.8,0,0.01
2025-10-20,0,LONG,10:30,82.76,1,0.827,BOTH,4.371,35.42,0,77.14,-0.0711,1,419.0,1,1,1,34.8,35.4,476.4,1,1,346.6,0,0.07
2025-10-20,1,LONG,11:35,35.26,1,0.827,BOTH,9.725,10.08,0,79.45,-0.1211,1,464.5,1,1,1,20.3,242.1,521.9,1,1,392.1,0,0.46
2025-10-21,0,LONG,10:35,-0.74,0,0.419,BOTH,1.33,12.75,0,28.87,-0.0212,1,92.2,0,1,0,38.2,104.5,79.0,1,0,-12.8,0,1.32
2025-10-21,1,LONG,11:30,-0.74,0,0.419,BOTH,0.365,26.75,0,39.85,-0.0126,1,131.8,0,1,0,30.8,65.0,118.5,1,1,26.8,0,0.55
2025-10-22,0,SHORT,10:40,-141.74,0,0.444,BOTH,4.078,9.25,0,33.74,-0.0235,0,-162.2,0,0,1,46.8,999.0,268.7,1,0,-213.5,0,
2025-10-22,1,SHORT,11:15,164.76,1,0.444,BOTH,2.954,22.75,0,30.83,0.0466,0,-116.0,0,0,1,49.0,37.0,222.4,2,0,-167.2,0,0.17
2025-10-23,0,LONG,10:30,-0.74,0,0.426,BOTH,3.512,48.4,0,63.16,-0.041,1,202.5,1,1,1,41.5,48.4,321.6,0,1,136.6,0,0.15
2025-10-23,1,LONG,10:55,-124.24,0,0.426,BOTH,4.232,20.65,0,65.39,-0.1732,1,230.2,1,1,1,41.0,20.7,349.3,1,1,164.3,0,0.06
2025-10-24,0,LONG,10:35,-120.24,0,0.797,BOTH,1.128,33.83,0,85.56,-0.0242,1,362.8,1,1,1,39.7,155.3,423.7,1,1,323.3,0,0.37
2025-10-24,1,LONG,11:10,91.26,1,0.797,BOTH,1.169,25.33,0,82.48,0.0277,1,354.2,1,1,1,31.0,163.8,415.2,1,1,314.8,0,0.39
2025-10-27,0,LONG,10:30,40.26,1,0.896,LONG,1.923,127.58,0,88.05,0.123,1,347.5,1,1,1,30.2,999.0,405.6,0,1,355.2,0,
2025-10-27,1,LONG,13:30,117.76,1,0.896,LONG,9.356,161.58,0,87.09,0.0254,1,381.5,1,1,1,9.8,999.0,439.6,0,1,389.2,0,
2025-10-28,0,LONG,11:05,-70.24,0,0.912,LONG,0.054,10.92,0,71.16,-0.0233,1,216.2,1,1,1,23.0,84.7,215.3,1,1,160.9,0,0.39
2025-10-28,1,LONG,11:55,121.26,1,0.912,LONG,0.439,18.67,0,72.25,-0.1718,1,224.0,1,1,1,20.5,76.9,223.1,1,1,168.7,0,0.34
2025-10-29,0,LONG,10:30,-76.24,0,0.724,BOTH,1.52,26.0,0,71.73,-0.1244,1,191.8,1,1,1,25.0,44.2,232.2,2,1,162.0,0,0.19
2025-10-30,0,SHORT,10:30,-0.74,0,0.147,SHORT,1.11,1.0,0,35.8,0.3277,0,-124.5,0,0,1,68.7,31.9,247.1,4,0,-140.5,0,0.13
2025-10-30,1,SHORT,10:45,95.26,1,0.147,SHORT,1.063,2.25,0,36.07,0.2731,0,-118.2,0,0,1,65.8,2.2,240.8,4,0,-134.2,0,0.01
