date,side,pnl,win,range_consumed,fib_dist,golden_zone,rsi_1h,hurst,poc_above,poc_dist,mtf_1h_bull,mtf_4h_bull,mtf_aligned,atr,fib_runway,fib_floor,fib_density,above_P,above_P_pts,near_golden,struct_rr
2024-02-06,SHORT,-61.24,0,7.438,4.72,0,26.43,-0.0682,0,-129.8,0,0,1,20.0,4.7,141.4,3,0,-68.3,0,0.03
2024-02-07,LONG,-97.24,0,2.758,3.08,0,79.1,0.1247,1,117.5,1,1,1,32.0,3.1,282.6,1,1,203.7,0,0.01
2024-02-07,LONG,-88.74,0,2.306,24.08,0,77.52,0.1378,1,96.5,1,1,1,29.2,24.1,261.6,1,1,182.7,0,0.09
2024-02-12,LONG,190.76,1,1.891,12.36,0,61.94,-0.1328,1,75.8,1,1,1,16.0,12.4,136.1,2,1,62.4,0,0.09
2024-02-12,LONG,74.76,1,3.458,10.96,0,71.84,0.0135,1,100.2,1,1,1,15.8,11.0,160.6,4,1,86.9,0,0.07
2024-02-13,SHORT,119.26,1,2.256,41.33,0,20.65,0.0731,0,-354.8,0,0,1,20.2,999.0,407.9,0,0,-337.2,0,
2024-02-14,LONG,-60.24,0,0.165,2.77,0,69.42,0.0222,1,173.2,1,1,1,19.7,84.4,231.0,2,1,143.8,0,0.37
2024-02-15,LONG,-90.74,0,1.399,6.05,0,48.76,0.0946,1,45.5,0,1,0,29.8,12.4,125.6,4,1,65.8,0,0.1
2024-02-15,LONG,146.26,1,2.007,1.7,0,41.96,0.0964,1,37.8,0,1,0,24.7,1.7,117.9,4,1,58.1,0,0.01
2024-02-16,SHORT,-0.74,0,2.845,7.5,0,34.48,-0.0502,0,-25.8,0,0,1,42.0,9.8,124.8,4,0,-66.5,0,0.08
2024-02-16,SHORT,-106.24,0,2.807,13.01,0,35.96,-0.0614,0,-4.5,0,0,1,35.0,13.0,103.5,3,0,-45.2,0,0.13
2024-02-21,SHORT,-96.24,0,0.758,8.54,0,29.96,-0.0603,0,-124.2,0,0,1,31.7,23.5,216.0,3,0,-112.2,0,0.11
2024-02-21,SHORT,46.76,1,0.399,6.21,0,35.71,-0.0216,0,-109.5,0,0,1,23.2,6.2,201.2,2,0,-97.5,0,0.03
2024-02-22,LONG,-110.74,0,1.986,324.25,0,86.05,-0.3769,1,480.5,1,1,1,36.5,999.0,594.6,0,1,536.2,0,
2024-02-22,LONG,10.26,1,0.345,264.0,0,78.52,-0.3007,1,420.2,1,1,1,35.5,999.0,534.4,0,1,476.0,0,
2024-02-23,LONG,-62.24,0,2.865,41.67,0,49.36,-0.0803,1,155.8,1,1,1,20.3,43.5,122.8,0,1,41.7,0,0.35
2024-02-26,LONG,-86.24,0,0.618,11.25,0,71.43,-0.2359,0,-39.0,1,1,1,28.3,64.8,87.3,1,1,11.2,0,0.74
2024-02-26,LONG,21.26,1,0.0,6.25,0,66.84,-0.2954,0,-56.5,1,1,1,22.0,82.3,69.8,1,0,-6.2,0,1.18
2024-02-27,LONG,-81.74,0,0.019,0.42,0,61.16,0.1331,0,-12.5,1,1,1,26.8,35.4,36.2,3,1,0.4,0,0.98
2024-02-27,LONG,-62.74,0,1.024,15.73,0,59.96,-0.0465,0,-33.0,1,1,1,20.5,55.9,15.7,5,0,-20.1,0,3.56
2024-02-29,LONG,-2.24,0,0.071,12.42,0,62.9,0.1167,1,106.5,1,1,1,17.7,29.2,148.9,2,1,111.2,0,0.2
2024-03-01,LONG,120.76,1,1.795,18.0,0,57.19,-0.1988,1,139.8,1,1,1,32.2,18.0,222.8,1,1,156.2,0,0.08
2024-03-01,LONG,137.76,1,5.86,40.0,0,66.69,-0.159,1,217.8,1,1,1,23.2,40.0,300.8,1,1,234.2,0,0.13
2024-03-05,SHORT,-16.24,0,5.671,285.33,0,12.85,-0.3005,0,-380.0,0,0,1,35.7,999.0,418.0,0,0,-388.7,0,
2024-03-05,SHORT,104.76,1,10.528,269.08,0,12.3,-0.2668,0,-363.8,0,0,1,17.7,999.0,401.7,0,0,-372.4,0,
2024-03-06,LONG,81.76,1,1.667,4.96,0,69.51,0.155,0,-57.2,1,1,1,34.3,5.0,219.5,3,1,107.2,0,0.02
2024-03-06,LONG,127.76,1,0.372,9.62,0,75.05,0.06,0,-8.0,1,1,1,21.5,25.0,268.7,2,1,156.5,0,0.09
2024-03-07,LONG,82.76,1,1.641,23.75,0,86.76,-0.1229,1,147.0,1,1,1,31.8,23.8,267.5,1,1,187.0,0,0.09
2024-03-07,LONG,-0.74,0,5.332,29.75,0,90.97,-0.1771,1,200.5,1,1,1,19.8,54.2,321.0,1,1,240.5,0,0.17
2024-03-08,SHORT,-0.74,0,7.304,33.75,0,30.57,0.0208,0,-85.5,0,0,1,35.7,33.8,299.3,1,0,-207.2,0,0.11
2024-03-12,LONG,156.76,1,1.642,12.67,0,57.95,0.1523,1,146.5,1,1,1,26.3,57.7,199.2,1,1,147.7,0,0.29
2024-03-13,SHORT,-0.74,0,2.438,7.0,0,31.81,0.1559,0,-44.8,0,0,1,28.0,92.0,117.4,1,0,-7.0,0,0.78
2024-03-13,SHORT,83.76,1,3.009,23.5,0,28.8,-0.0447,0,-61.2,0,0,1,28.2,75.5,133.9,1,0,-23.5,0,0.56
2024-03-14,LONG,-124.74,0,0.905,22.83,0,45.47,0.2029,0,-70.8,0,0,0,41.2,79.6,33.9,2,0,-22.8,0,2.35
2024-03-14,LONG,-88.74,0,2.486,1.36,1,37.07,0.1993,0,-106.0,0,0,0,29.2,114.8,12.6,4,0,-58.1,0,9.11
2024-03-18,LONG,-87.24,0,2.494,63.42,0,93.26,0.1017,1,281.8,1,1,1,28.7,999.0,429.8,0,1,348.3,0,
2024-03-18,LONG,-68.74,0,1.611,28.17,0,82.45,0.0744,1,246.5,1,1,1,22.5,999.0,394.5,1,1,313.1,0,
2024-03-20,LONG,-68.74,0,1.511,0.42,0,56.57,0.0995,1,156.0,1,1,1,22.5,27.5,180.9,2,1,90.7,0,0.15
2024-03-20,LONG,3.76,1,2.043,5.08,0,60.09,0.1518,1,150.5,1,1,1,19.3,5.1,175.4,2,1,85.2,0,0.03
2024-03-21,LONG,-93.74,0,0.616,59.33,0,72.9,-0.2676,1,350.0,1,1,1,30.8,78.6,373.7,0,1,286.8,0,0.21
2024-03-21,LONG,36.26,1,1.132,49.08,0,69.71,-0.2515,1,339.8,1,1,1,25.8,88.8,363.5,0,1,276.6,0,0.24
2024-03-26,LONG,-92.24,0,0.61,8.96,0,57.7,-0.0582,1,50.0,1,1,1,15.2,9.0,129.3,4,1,69.4,0,0.07
2024-03-28,LONG,-77.24,0,0.178,24.17,0,51.48,-0.1829,1,82.0,1,1,1,25.3,24.2,123.7,2,1,49.8,0,0.2
2024-04-02,SHORT,-92.24,0,1.78,35.17,0,13.67,0.1461,0,-283.5,0,0,1,30.3,35.2,339.3,1,0,-265.7,0,0.1
2024-04-02,SHORT,7.76,1,1.893,51.42,0,21.05,0.2452,0,-262.0,0,0,1,17.2,56.7,317.8,0,0,-244.2,0,0.18
2024-04-04,LONG,-68.24,0,1.03,5.08,0,69.39,0.0452,1,241.0,1,1,1,11.2,5.1,289.3,1,1,207.9,0,0.02
2024-04-05,LONG,163.76,1,1.924,65.49,0,83.82,-0.3483,0,-81.2,1,0,0,41.8,229.1,65.5,0,0,-88.2,0,3.5
2024-04-05,LONG,-105.74,0,4.342,17.42,0,90.77,-0.2477,0,-10.5,1,1,1,34.8,158.3,136.2,1,0,-17.4,0,1.16
2024-04-08,LONG,-104.74,0,0.797,28.02,0,55.66,0.2312,1,154.8,1,1,1,34.5,28.0,205.2,1,1,88.6,0,0.14
2024-04-08,LONG,-64.24,0,0.774,44.83,0,48.9,0.2357,1,111.0,1,1,1,21.0,71.8,161.4,0,1,44.8,0,0.44
2024-04-09,LONG,-61.24,0,5.075,17.58,0,48.39,0.0416,0,-23.0,0,0,0,20.0,71.0,35.8,2,0,-17.6,0,1.98
2024-04-11,LONG,-0.74,0,0.718,0.92,0,62.36,0.017,1,96.8,1,0,0,35.2,10.4,114.6,4,1,66.8,1,0.09
2024-04-11,LONG,85.76,1,0.231,8.58,0,62.8,-0.0374,1,115.8,1,1,1,27.0,39.2,133.6,5,1,85.8,0,0.29
2024-04-12,SHORT,82.76,1,1.155,0.3,0,18.1,0.0937,1,11.2,0,0,1,31.2,0.3,262.1,2,0,-130.9,0,0.0
2024-04-12,SHORT,-96.74,0,2.356,1.83,0,18.93,0.0836,0,-27.8,0,0,1,31.8,1.8,301.1,2,0,-169.9,0,0.01
2024-04-16,LONG,81.26,1,0.26,40.42,0,50.86,0.1106,0,-342.0,1,0,0,32.7,308.4,40.4,0,0,-144.1,0,7.63
2024-04-16,LONG,-0.74,0,1.01,57.67,0,58.2,-0.0395,0,-324.8,1,0,0,25.5,291.2,57.7,0,0,-126.8,0,5.05
2024-04-19,SHORT,88.76,1,2.987,3.58,0,62.91,-0.1298,0,-213.5,0,0,1,37.3,131.8,313.2,1,0,-227.6,0,0.42
