strategy,family,direction,symbol,regime,sharpe,wr,active_days
RSI Revert,Reversion,SHORT,MRVL,ALL,-1.037,46.3,147
RSI Revert,Reversion,SHORT,MRVL,STRONG,-3.056,18.9,37
RSI Revert,Reversion,SHORT,MRVL,NORMAL,-0.718,51.9,27
RSI Revert,Reversion,SHORT,MRVL,CAUTIOUS,-1.803,20.0,15
RSI Revert,Reversion,SHORT,MRVL,WEAK,2.392,82.8,29
RSI Revert,Reversion,SHORT,MRVL,CHOPPY,0.043,51.3,39
Zscore Revert,Reversion,LONG,MRVL,ALL,0.097,62.7,67
Zscore Revert,Reversion,LONG,MRVL,STRONG,1.723,75.0,16
Zscore Revert,Reversion,LONG,MRVL,WEAK,-1.171,41.7,24
Zscore Revert,Reversion,LONG,MRVL,CHOPPY,1.051,75.0,16
Zscore Revert,Reversion,SHORT,MRVL,ALL,-0.872,43.6,117
Zscore Revert,Reversion,SHORT,MRVL,STRONG,-2.206,11.5,26
Zscore Revert,Reversion,SHORT,MRVL,NORMAL,-1.031,40.7,27
Zscore Revert,Reversion,SHORT,MRVL,CAUTIOUS,0.153,56.2,16
Zscore Revert,Reversion,SHORT,MRVL,WEAK,2.018,80.0,20
Zscore Revert,Reversion,SHORT,MRVL,CHOPPY,-0.721,42.9,28
Keltner Revert,Reversion,LONG,MRVL,ALL,-0.342,54.8,62
Keltner Revert,Reversion,LONG,MRVL,STRONG,1.588,76.5,17
Keltner Revert,Reversion,LONG,MRVL,WEAK,-1.242,31.8,22
Keltner Revert,Reversion,SHORT,MRVL,ALL,-1.027,44.0,134
Keltner Revert,Reversion,SHORT,MRVL,STRONG,-2.789,14.3,35
Keltner Revert,Reversion,SHORT,MRVL,NORMAL,-0.967,44.4,27
Keltner Revert,Reversion,SHORT,MRVL,CAUTIOUS,-0.58,43.8,16
Keltner Revert,Reversion,SHORT,MRVL,WEAK,2.064,79.2,24
Keltner Revert,Reversion,SHORT,MRVL,CHOPPY,0.256,50.0,32
MFI Revert,Reversion,LONG,MRVL,ALL,0.147,55.6,18
MFI Revert,Reversion,SHORT,MRVL,ALL,-1.763,43.9,66
MFI Revert,Reversion,SHORT,MRVL,STRONG,-2.514,19.0,21
MFI Revert,Reversion,SHORT,MRVL,CHOPPY,0.869,68.8,16
RSI Momentum,Momentum,LONG,MRVL,ALL,1.037,53.7,147
RSI Momentum,Momentum,LONG,MRVL,STRONG,3.056,81.1,37
RSI Momentum,Momentum,LONG,MRVL,NORMAL,0.718,48.1,27
RSI Momentum,Momentum,LONG,MRVL,CAUTIOUS,1.803,80.0,15
RSI Momentum,Momentum,LONG,MRVL,WEAK,-2.392,17.2,29
RSI Momentum,Momentum,LONG,MRVL,CHOPPY,-0.043,48.7,39
RSI Momentum,Momentum,SHORT,MRVL,ALL,-0.126,43.0,93
RSI Momentum,Momentum,SHORT,MRVL,STRONG,-2.195,19.0,21
RSI Momentum,Momentum,SHORT,MRVL,WEAK,1.17,64.0,25
RSI Momentum,Momentum,SHORT,MRVL,CHOPPY,-0.191,40.9,22
Donchian/Turtle,Momentum,LONG,MRVL,ALL,0.816,53.5,155
Donchian/Turtle,Momentum,LONG,MRVL,STRONG,2.688,81.6,38
Donchian/Turtle,Momentum,LONG,MRVL,NORMAL,0.889,60.6,33
Donchian/Turtle,Momentum,LONG,MRVL,CAUTIOUS,0.291,44.4,18
Donchian/Turtle,Momentum,LONG,MRVL,WEAK,-2.099,25.0,28
Donchian/Turtle,Momentum,LONG,MRVL,CHOPPY,0.174,44.7,38
Donchian/Turtle,Momentum,SHORT,MRVL,ALL,0.117,38.2,76
Donchian/Turtle,Momentum,SHORT,MRVL,STRONG,-2.085,19.0,21
Donchian/Turtle,Momentum,SHORT,MRVL,WEAK,1.501,61.5,26
ADX Trend,Momentum,LONG,MRVL,ALL,0.644,53.8,184
ADX Trend,Momentum,LONG,MRVL,STRONG,3.628,88.6,44
ADX Trend,Momentum,LONG,MRVL,NORMAL,1.09,60.5,43
ADX Trend,Momentum,LONG,MRVL,CAUTIOUS,0.666,45.5,22
ADX Trend,Momentum,LONG,MRVL,WEAK,-2.391,17.6,34
ADX Trend,Momentum,LONG,MRVL,CHOPPY,-0.599,43.9,41
ADX Trend,Momentum,SHORT,MRVL,ALL,-0.812,45.4,141
ADX Trend,Momentum,SHORT,MRVL,STRONG,-3.141,17.1,41
ADX Trend,Momentum,SHORT,MRVL,NORMAL,-0.085,62.5,16
ADX Trend,Momentum,SHORT,MRVL,WEAK,1.783,73.8,42
ADX Trend,Momentum,SHORT,MRVL,CHOPPY,-0.959,37.5,32
RSI Revert,Reversion,LONG,NEM,ALL,0.104,55.2,67
RSI Revert,Reversion,LONG,NEM,STRONG,0.799,53.3,15
RSI Revert,Reversion,LONG,NEM,NORMAL,-0.333,46.7,15
RSI Revert,Reversion,LONG,NEM,WEAK,-1.395,31.2,16
RSI Revert,Reversion,SHORT,NEM,ALL,0.099,45.1,182
RSI Revert,Reversion,SHORT,NEM,STRONG,-1.064,30.4,46
RSI Revert,Reversion,SHORT,NEM,NORMAL,0.187,39.3,28
RSI Revert,Reversion,SHORT,NEM,CAUTIOUS,0.228,37.0,27
RSI Revert,Reversion,SHORT,NEM,WEAK,0.739,54.5,33
RSI Revert,Reversion,SHORT,NEM,CHOPPY,0.082,60.4,48
Zscore Revert,Reversion,LONG,NEM,ALL,0.312,57.1,56
Zscore Revert,Reversion,SHORT,NEM,ALL,-0.289,44.9,118
Zscore Revert,Reversion,SHORT,NEM,STRONG,-1.462,28.6,28
Zscore Revert,Reversion,SHORT,NEM,NORMAL,0.192,47.6,21
Zscore Revert,Reversion,SHORT,NEM,CAUTIOUS,0.287,47.8,23
Zscore Revert,Reversion,SHORT,NEM,WEAK,-0.171,44.4,18
Zscore Revert,Reversion,SHORT,NEM,CHOPPY,0.511,57.1,28
Keltner Revert,Reversion,LONG,NEM,ALL,0.387,48.4,62
Keltner Revert,Reversion,LONG,NEM,STRONG,1.193,62.5,16
Keltner Revert,Reversion,SHORT,NEM,ALL,-0.175,46.3,164
Keltner Revert,Reversion,SHORT,NEM,STRONG,-1.468,29.7,37
Keltner Revert,Reversion,SHORT,NEM,NORMAL,0.035,37.0,27
Keltner Revert,Reversion,SHORT,NEM,CAUTIOUS,0.428,44.8,29
Keltner Revert,Reversion,SHORT,NEM,WEAK,0.209,51.9,27
Keltner Revert,Reversion,SHORT,NEM,CHOPPY,0.466,63.6,44
MFI Revert,Reversion,SHORT,NEM,ALL,-1.624,38.2,55
MFI Revert,Reversion,SHORT,NEM,CHOPPY,-1.275,41.2,17
RSI Momentum,Momentum,LONG,NEM,ALL,-0.099,54.9,182
RSI Momentum,Momentum,LONG,NEM,STRONG,1.064,69.6,46
RSI Momentum,Momentum,LONG,NEM,NORMAL,-0.187,60.7,28
RSI Momentum,Momentum,LONG,NEM,CAUTIOUS,-0.228,63.0,27
RSI Momentum,Momentum,LONG,NEM,WEAK,-0.739,45.5,33
RSI Momentum,Momentum,LONG,NEM,CHOPPY,-0.082,39.6,48
RSI Momentum,Momentum,SHORT,NEM,ALL,-0.104,44.8,67
RSI Momentum,Momentum,SHORT,NEM,STRONG,-0.799,46.7,15
RSI Momentum,Momentum,SHORT,NEM,NORMAL,0.333,53.3,15
RSI Momentum,Momentum,SHORT,NEM,WEAK,1.395,68.8,16
Donchian/Turtle,Momentum,LONG,NEM,ALL,0.976,56.3,158
Donchian/Turtle,Momentum,LONG,NEM,STRONG,1.443,63.9,36
Donchian/Turtle,Momentum,LONG,NEM,NORMAL,0.291,63.6,22
Donchian/Turtle,Momentum,LONG,NEM,CAUTIOUS,-0.356,51.9,27
Donchian/Turtle,Momentum,LONG,NEM,WEAK,0.429,53.8,26
Donchian/Turtle,Momentum,LONG,NEM,CHOPPY,0.451,51.1,47
Donchian/Turtle,Momentum,SHORT,NEM,ALL,-0.517,45.4,97
Donchian/Turtle,Momentum,SHORT,NEM,STRONG,-1.771,30.4,23
Donchian/Turtle,Momentum,SHORT,NEM,NORMAL,0.256,47.6,21
Donchian/Turtle,Momentum,SHORT,NEM,WEAK,1.508,65.2,23
Donchian/Turtle,Momentum,SHORT,NEM,CHOPPY,-1.006,42.1,19
ADX Trend,Momentum,LONG,NEM,ALL,0.4,53.9,204
ADX Trend,Momentum,LONG,NEM,STRONG,0.841,64.0,50
ADX Trend,Momentum,LONG,NEM,NORMAL,1.115,54.1,37
ADX Trend,Momentum,LONG,NEM,CAUTIOUS,-0.388,58.6,29
ADX Trend,Momentum,LONG,NEM,WEAK,-0.177,48.6,37
ADX Trend,Momentum,LONG,NEM,CHOPPY,-0.228,45.1,51
ADX Trend,Momentum,SHORT,NEM,ALL,-1.521,41.1,141
ADX Trend,Momentum,SHORT,NEM,STRONG,-2.203,27.0,37
ADX Trend,Momentum,SHORT,NEM,NORMAL,0.327,43.8,32
ADX Trend,Momentum,SHORT,NEM,CAUTIOUS,-0.293,44.4,18
ADX Trend,Momentum,SHORT,NEM,WEAK,0.328,54.5,33
ADX Trend,Momentum,SHORT,NEM,CHOPPY,-1.191,38.1,21
RSI Revert,Reversion,LONG,NU,ALL,0.007,49.6,137
RSI Revert,Reversion,LONG,NU,STRONG,1.435,77.8,36
RSI Revert,Reversion,LONG,NU,NORMAL,0.176,57.1,21
RSI Revert,Reversion,LONG,NU,CAUTIOUS,1.209,68.8,16
RSI Revert,Reversion,LONG,NU,WEAK,-1.664,18.9,37
RSI Revert,Reversion,LONG,NU,CHOPPY,-0.529,37.0,27
RSI Revert,Reversion,SHORT,NU,ALL,-0.201,44.3,149
RSI Revert,Reversion,SHORT,NU,STRONG,-2.543,16.7,30
RSI Revert,Reversion,SHORT,NU,NORMAL,-0.25,32.0,25
RSI Revert,Reversion,SHORT,NU,CAUTIOUS,0.238,47.1,17
RSI Revert,Reversion,SHORT,NU,WEAK,2.503,84.6,26
RSI Revert,Reversion,SHORT,NU,CHOPPY,-0.01,45.1,51
Zscore Revert,Reversion,LONG,NU,ALL,-0.056,54.2,59
Zscore Revert,Reversion,LONG,NU,STRONG,0.46,73.7,19
Zscore Revert,Reversion,LONG,NU,WEAK,-0.637,27.8,18
Zscore Revert,Reversion,SHORT,NU,ALL,-1.047,41.5,82
Zscore Revert,Reversion,SHORT,NU,STRONG,-1.685,28.6,21
Zscore Revert,Reversion,SHORT,NU,NORMAL,0.104,44.4,18
Zscore Revert,Reversion,SHORT,NU,CHOPPY,-0.137,40.0,15
Keltner Revert,Reversion,LONG,NU,ALL,0.817,54.2,96
Keltner Revert,Reversion,LONG,NU,STRONG,1.889,80.8,26
Keltner Revert,Reversion,LONG,NU,WEAK,-1.148,25.8,31
Keltner Revert,Reversion,LONG,NU,CHOPPY,-0.062,44.4,18
Keltner Revert,Reversion,SHORT,NU,ALL,0.658,46.6,103
Keltner Revert,Reversion,SHORT,NU,STRONG,-1.887,15.8,19
Keltner Revert,Reversion,SHORT,NU,NORMAL,-0.082,43.5,23
Keltner Revert,Reversion,SHORT,NU,CAUTIOUS,1.028,60.0,15
Keltner Revert,Reversion,SHORT,NU,WEAK,1.291,72.2,18
Keltner Revert,Reversion,SHORT,NU,CHOPPY,0.027,46.4,28
MFI Revert,Reversion,LONG,NU,ALL,1.109,65.0,20
MFI Revert,Reversion,SHORT,NU,ALL,0.876,50.6,81
MFI Revert,Reversion,SHORT,NU,NORMAL,-0.757,30.0,20
MFI Revert,Reversion,SHORT,NU,WEAK,1.544,83.3,18
MFI Revert,Reversion,SHORT,NU,CHOPPY,0.269,58.8,17
RSI Momentum,Momentum,LONG,NU,ALL,0.201,55.7,149
RSI Momentum,Momentum,LONG,NU,STRONG,2.543,83.3,30
RSI Momentum,Momentum,LONG,NU,NORMAL,0.25,68.0,25
RSI Momentum,Momentum,LONG,NU,CAUTIOUS,-0.238,52.9,17
RSI Momentum,Momentum,LONG,NU,WEAK,-2.503,15.4,26
RSI Momentum,Momentum,LONG,NU,CHOPPY,0.01,54.9,51
RSI Momentum,Momentum,SHORT,NU,ALL,-0.007,50.4,137
RSI Momentum,Momentum,SHORT,NU,STRONG,-1.435,22.2,36
RSI Momentum,Momentum,SHORT,NU,NORMAL,-0.176,42.9,21
RSI Momentum,Momentum,SHORT,NU,CAUTIOUS,-1.209,31.2,16
RSI Momentum,Momentum,SHORT,NU,WEAK,1.664,81.1,37
RSI Momentum,Momentum,SHORT,NU,CHOPPY,0.529,63.0,27
Donchian/Turtle,Momentum,LONG,NU,ALL,-0.432,54.3,140
Donchian/Turtle,Momentum,LONG,NU,STRONG,2.394,82.1,28
Donchian/Turtle,Momentum,LONG,NU,NORMAL,0.134,59.4,32
Donchian/Turtle,Momentum,LONG,NU,CAUTIOUS,-0.821,47.4,19
Donchian/Turtle,Momentum,LONG,NU,WEAK,-1.4,27.3,22
Donchian/Turtle,Momentum,LONG,NU,CHOPPY,-0.363,48.7,39
Donchian/Turtle,Momentum,SHORT,NU,ALL,-0.275,47.8,115
Donchian/Turtle,Momentum,SHORT,NU,STRONG,-1.488,31.4,35
Donchian/Turtle,Momentum,SHORT,NU,NORMAL,-0.303,43.8,16
Donchian/Turtle,Momentum,SHORT,NU,WEAK,0.972,69.7,33
Donchian/Turtle,Momentum,SHORT,NU,CHOPPY,0.167,47.1,17
ADX Trend,Momentum,LONG,NU,ALL,1.192,56.0,232
ADX Trend,Momentum,LONG,NU,STRONG,2.835,84.3,51
ADX Trend,Momentum,LONG,NU,NORMAL,1.317,65.1,43
ADX Trend,Momentum,LONG,NU,CAUTIOUS,0.389,57.1,28
ADX Trend,Momentum,LONG,NU,WEAK,-2.136,23.4,47
ADX Trend,Momentum,LONG,NU,CHOPPY,-0.133,50.8,63
ADX Trend,Momentum,SHORT,NU,ALL,0.44,50.5,194
ADX Trend,Momentum,SHORT,NU,STRONG,-2.835,23.1,52
ADX Trend,Momentum,SHORT,NU,NORMAL,-0.419,38.9,36
ADX Trend,Momentum,SHORT,NU,CAUTIOUS,-0.414,42.9,21
ADX Trend,Momentum,SHORT,NU,WEAK,2.301,81.8,44
ADX Trend,Momentum,SHORT,NU,CHOPPY,1.386,65.9,41
RSI Revert,Reversion,LONG,OKTA,ALL,1.591,53.8,106
RSI Revert,Reversion,LONG,OKTA,STRONG,2.265,76.9,26
RSI Revert,Reversion,LONG,OKTA,NORMAL,0.434,56.2,16
RSI Revert,Reversion,LONG,OKTA,WEAK,0.75,41.7,24
RSI Revert,Reversion,LONG,OKTA,CHOPPY,0.45,53.8,26
RSI Revert,Reversion,SHORT,OKTA,ALL,-0.329,52.0,123
RSI Revert,Reversion,SHORT,OKTA,STRONG,-2.801,26.5,34
RSI Revert,Reversion,SHORT,OKTA,NORMAL,-0.914,47.4,19
RSI Revert,Reversion,SHORT,OKTA,WEAK,1.839,75.0,28
RSI Revert,Reversion,SHORT,OKTA,CHOPPY,0.296,57.6,33
Zscore Revert,Reversion,LONG,OKTA,ALL,1.496,52.4,103
Zscore Revert,Reversion,LONG,OKTA,STRONG,1.488,70.0,30
Zscore Revert,Reversion,LONG,OKTA,NORMAL,0.77,60.0,15
Zscore Revert,Reversion,LONG,OKTA,WEAK,0.672,41.7,24
Zscore Revert,Reversion,LONG,OKTA,CHOPPY,-0.001,45.0,20
Zscore Revert,Reversion,SHORT,OKTA,ALL,-0.895,46.7,92
Zscore Revert,Reversion,SHORT,OKTA,STRONG,-2.39,22.7,22
Zscore Revert,Reversion,SHORT,OKTA,NORMAL,-1.077,28.6,21
Zscore Revert,Reversion,SHORT,OKTA,WEAK,1.44,61.9,21
Zscore Revert,Reversion,SHORT,OKTA,CHOPPY,0.442,70.0,20
Keltner Revert,Reversion,LONG,OKTA,ALL,1.48,50.6,87
Keltner Revert,Reversion,LONG,OKTA,STRONG,1.6,59.3,27
Keltner Revert,Reversion,LONG,OKTA,NORMAL,1.035,56.2,16
Keltner Revert,Reversion,LONG,OKTA,WEAK,0.539,45.0,20
Keltner Revert,Reversion,LONG,OKTA,CHOPPY,-0.257,42.1,19
Keltner Revert,Reversion,SHORT,OKTA,ALL,-0.499,49.5,107
Keltner Revert,Reversion,SHORT,OKTA,STRONG,-2.448,21.7,23
Keltner Revert,Reversion,SHORT,OKTA,NORMAL,-1.098,28.6,21
Keltner Revert,Reversion,SHORT,OKTA,WEAK,1.97,75.0,28
Keltner Revert,Reversion,SHORT,OKTA,CHOPPY,-0.105,58.6,29
MFI Revert,Reversion,LONG,OKTA,ALL,0.438,46.3,41
MFI Revert,Reversion,SHORT,OKTA,ALL,0.102,59.3,54
RSI Momentum,Momentum,LONG,OKTA,ALL,0.329,48.0,123
RSI Momentum,Momentum,LONG,OKTA,STRONG,2.801,73.5,34
RSI Momentum,Momentum,LONG,OKTA,NORMAL,0.914,52.6,19
RSI Momentum,Momentum,LONG,OKTA,WEAK,-1.839,25.0,28
RSI Momentum,Momentum,LONG,OKTA,CHOPPY,-0.296,42.4,33
RSI Momentum,Momentum,SHORT,OKTA,ALL,-1.591,46.2,106
RSI Momentum,Momentum,SHORT,OKTA,STRONG,-2.265,23.1,26
RSI Momentum,Momentum,SHORT,OKTA,NORMAL,-0.434,43.8,16
RSI Momentum,Momentum,SHORT,OKTA,WEAK,-0.75,58.3,24
RSI Momentum,Momentum,SHORT,OKTA,CHOPPY,-0.45,46.2,26
Donchian/Turtle,Momentum,LONG,OKTA,ALL,0.236,47.5,141
Donchian/Turtle,Momentum,LONG,OKTA,STRONG,2.788,77.1,35
Donchian/Turtle,Momentum,LONG,OKTA,NORMAL,1.048,62.5,24
Donchian/Turtle,Momentum,LONG,OKTA,CAUTIOUS,-1.024,33.3,15
Donchian/Turtle,Momentum,LONG,OKTA,WEAK,-2.123,26.5,34
Donchian/Turtle,Momentum,LONG,OKTA,CHOPPY,-0.588,33.3,33
Donchian/Turtle,Momentum,SHORT,OKTA,ALL,-0.719,53.0,115
Donchian/Turtle,Momentum,SHORT,OKTA,STRONG,-1.372,34.4,32
Donchian/Turtle,Momentum,SHORT,OKTA,NORMAL,-0.446,47.1,17
Donchian/Turtle,Momentum,SHORT,OKTA,CAUTIOUS,0.716,80.0,15
Donchian/Turtle,Momentum,SHORT,OKTA,WEAK,0.021,65.4,26
Donchian/Turtle,Momentum,SHORT,OKTA,CHOPPY,0.126,52.0,25
ADX Trend,Momentum,LONG,OKTA,ALL,0.726,50.7,205
ADX Trend,Momentum,LONG,OKTA,STRONG,1.949,72.3,47
ADX Trend,Momentum,LONG,OKTA,NORMAL,1.361,61.5,39
ADX Trend,Momentum,LONG,OKTA,CAUTIOUS,-0.601,44.1,34
ADX Trend,Momentum,LONG,OKTA,WEAK,-1.407,31.7,41
ADX Trend,Momentum,LONG,OKTA,CHOPPY,-1.187,40.9,44
ADX Trend,Momentum,SHORT,OKTA,ALL,-0.358,49.4,170
ADX Trend,Momentum,SHORT,OKTA,STRONG,-1.767,30.4,46
ADX Trend,Momentum,SHORT,OKTA,NORMAL,0.632,54.5,22
ADX Trend,Momentum,SHORT,OKTA,CAUTIOUS,-0.212,60.0,15
ADX Trend,Momentum,SHORT,OKTA,WEAK,0.649,71.1,38
ADX Trend,Momentum,SHORT,OKTA,CHOPPY,-0.647,44.9,49
RSI Revert,Reversion,LONG,ORCL,ALL,0.392,46.3,108
RSI Revert,Reversion,LONG,ORCL,STRONG,2.293,73.3,30
RSI Revert,Reversion,LONG,ORCL,WEAK,-1.846,19.4,31
RSI Revert,Reversion,LONG,ORCL,CHOPPY,-0.679,37.5,24
RSI Revert,Reversion,SHORT,ORCL,ALL,-0.365,43.7,158
RSI Revert,Reversion,SHORT,ORCL,STRONG,-1.846,17.1,41
RSI Revert,Reversion,SHORT,ORCL,NORMAL,-1.504,34.6,26
RSI Revert,Reversion,SHORT,ORCL,WEAK,1.535,83.3,24
RSI Revert,Reversion,SHORT,ORCL,CHOPPY,0.034,50.0,54
Zscore Revert,Reversion,LONG,ORCL,ALL,-0.096,45.4,97
Zscore Revert,Reversion,LONG,ORCL,STRONG,1.977,81.5,27
Zscore Revert,Reversion,LONG,ORCL,NORMAL,0.157,46.7,15
Zscore Revert,Reversion,LONG,ORCL,WEAK,-2.061,7.7,26
Zscore Revert,Reversion,LONG,ORCL,CHOPPY,0.233,46.7,15
Zscore Revert,Reversion,SHORT,ORCL,ALL,0.432,50.5,95
Zscore Revert,Reversion,SHORT,ORCL,STRONG,-0.625,28.6,21
Zscore Revert,Reversion,SHORT,ORCL,NORMAL,-1.016,42.9,21
Zscore Revert,Reversion,SHORT,ORCL,WEAK,1.416,87.5,16
Zscore Revert,Reversion,SHORT,ORCL,CHOPPY,-0.083,52.0,25
Keltner Revert,Reversion,LONG,ORCL,ALL,-0.231,47.7,130
Keltner Revert,Reversion,LONG,ORCL,STRONG,2.604,81.1,37
Keltner Revert,Reversion,LONG,ORCL,NORMAL,0.643,66.7,18
Keltner Revert,Reversion,LONG,ORCL,CAUTIOUS,-0.757,44.4,18
Keltner Revert,Reversion,LONG,ORCL,WEAK,-2.377,16.2,37
Keltner Revert,Reversion,LONG,ORCL,CHOPPY,-0.837,30.0,20
Keltner Revert,Reversion,SHORT,ORCL,ALL,-0.354,43.8,144
Keltner Revert,Reversion,SHORT,ORCL,STRONG,-2.971,11.9,42
Keltner Revert,Reversion,SHORT,ORCL,NORMAL,-1.283,40.0,25
Keltner Revert,Reversion,SHORT,ORCL,WEAK,1.468,81.0,21
Keltner Revert,Reversion,SHORT,ORCL,CHOPPY,0.273,57.1,42
MFI Revert,Reversion,LONG,ORCL,ALL,-0.186,46.7,75
MFI Revert,Reversion,LONG,ORCL,STRONG,2.048,76.0,25
MFI Revert,Reversion,LONG,ORCL,WEAK,-2.176,13.3,15
MFI Revert,Reversion,LONG,ORCL,CHOPPY,-0.764,33.3,18
MFI Revert,Reversion,SHORT,ORCL,ALL,0.129,52.5,59
MFI Revert,Reversion,SHORT,ORCL,STRONG,-1.417,18.8,16
RSI Momentum,Momentum,LONG,ORCL,ALL,0.365,56.3,158
RSI Momentum,Momentum,LONG,ORCL,STRONG,1.846,82.9,41
RSI Momentum,Momentum,LONG,ORCL,NORMAL,1.504,65.4,26
RSI Momentum,Momentum,LONG,ORCL,WEAK,-1.535,16.7,24
RSI Momentum,Momentum,LONG,ORCL,CHOPPY,-0.034,50.0,54
RSI Momentum,Momentum,SHORT,ORCL,ALL,-0.392,53.7,108
RSI Momentum,Momentum,SHORT,ORCL,STRONG,-2.293,26.7,30
RSI Momentum,Momentum,SHORT,ORCL,WEAK,1.846,80.6,31
RSI Momentum,Momentum,SHORT,ORCL,CHOPPY,0.679,62.5,24
Donchian/Turtle,Momentum,LONG,ORCL,ALL,0.228,56.1,164
Donchian/Turtle,Momentum,LONG,ORCL,STRONG,1.782,80.4,46
Donchian/Turtle,Momentum,LONG,ORCL,NORMAL,1.672,64.7,34
Donchian/Turtle,Momentum,LONG,ORCL,CAUTIOUS,-1.213,55.6,18
Donchian/Turtle,Momentum,LONG,ORCL,WEAK,-1.619,14.3,21
Donchian/Turtle,Momentum,LONG,ORCL,CHOPPY,-0.371,44.4,45
Donchian/Turtle,Momentum,SHORT,ORCL,ALL,0.3,54.7,139
Donchian/Turtle,Momentum,SHORT,ORCL,STRONG,-2.14,25.7,35
Donchian/Turtle,Momentum,SHORT,ORCL,NORMAL,-0.465,40.9,22
Donchian/Turtle,Momentum,SHORT,ORCL,CAUTIOUS,0.614,54.5,22
Donchian/Turtle,Momentum,SHORT,ORCL,WEAK,2.244,85.7,35
Donchian/Turtle,Momentum,SHORT,ORCL,CHOPPY,0.41,64.0,25
ADX Trend,Momentum,LONG,ORCL,ALL,0.419,53.9,193
ADX Trend,Momentum,LONG,ORCL,STRONG,2.796,88.5,52
ADX Trend,Momentum,LONG,ORCL,NORMAL,1.219,65.7,35
ADX Trend,Momentum,LONG,ORCL,CAUTIOUS,-1.556,40.9,22
ADX Trend,Momentum,LONG,ORCL,WEAK,-2.051,14.3,28
ADX Trend,Momentum,LONG,ORCL,CHOPPY,-0.899,39.3,56
ADX Trend,Momentum,SHORT,ORCL,ALL,0.167,50.8,199
ADX Trend,Momentum,SHORT,ORCL,STRONG,-2.668,21.8,55
ADX Trend,Momentum,SHORT,ORCL,NORMAL,-0.789,43.3,30
ADX Trend,Momentum,SHORT,ORCL,CAUTIOUS,0.967,60.0,25
ADX Trend,Momentum,SHORT,ORCL,WEAK,3.194,83.7,43
ADX Trend,Momentum,SHORT,ORCL,CHOPPY,0.128,54.3,46
RSI Revert,Reversion,LONG,POET,ALL,0.056,46.7,105
RSI Revert,Reversion,LONG,POET,STRONG,2.006,78.6,28
RSI Revert,Reversion,LONG,POET,NORMAL,0.9,50.0,18
RSI Revert,Reversion,LONG,POET,WEAK,-2.24,18.2,22
RSI Revert,Reversion,LONG,POET,CHOPPY,-0.55,40.7,27
RSI Revert,Reversion,SHORT,POET,ALL,0.059,54.3,138
RSI Revert,Reversion,SHORT,POET,STRONG,-1.542,39.4,33
RSI Revert,Reversion,SHORT,POET,NORMAL,-1.152,32.0,25
RSI Revert,Reversion,SHORT,POET,CAUTIOUS,0.223,44.4,18
RSI Revert,Reversion,SHORT,POET,WEAK,2.012,88.5,26
RSI Revert,Reversion,SHORT,POET,CHOPPY,0.974,63.9,36
Zscore Revert,Reversion,LONG,POET,ALL,0.404,51.1,45
Zscore Revert,Reversion,LONG,POET,WEAK,-0.48,43.8,16
Zscore Revert,Reversion,SHORT,POET,ALL,0.151,56.7,134
Zscore Revert,Reversion,SHORT,POET,STRONG,-1.251,48.5,33
Zscore Revert,Reversion,SHORT,POET,NORMAL,-0.96,38.7,31
Zscore Revert,Reversion,SHORT,POET,CAUTIOUS,-0.453,43.8,16
Zscore Revert,Reversion,SHORT,POET,WEAK,1.781,87.0,23
Zscore Revert,Reversion,SHORT,POET,CHOPPY,1.132,67.7,31
Keltner Revert,Reversion,LONG,POET,ALL,0.357,54.1,37
Keltner Revert,Reversion,SHORT,POET,ALL,0.284,60.4,96
Keltner Revert,Reversion,SHORT,POET,STRONG,-1.578,38.5,26
Keltner Revert,Reversion,SHORT,POET,NORMAL,-0.709,50.0,16
Keltner Revert,Reversion,SHORT,POET,CAUTIOUS,0.559,60.0,15
Keltner Revert,Reversion,SHORT,POET,WEAK,2.034,86.7,15
Keltner Revert,Reversion,SHORT,POET,CHOPPY,1.418,75.0,24
MFI Revert,Reversion,LONG,POET,ALL,0.781,51.3,39
MFI Revert,Reversion,SHORT,POET,ALL,0.391,60.0,60
MFI Revert,Reversion,SHORT,POET,STRONG,-1.429,37.5,16
MFI Revert,Reversion,SHORT,POET,CHOPPY,1.204,68.4,19
RSI Momentum,Momentum,LONG,POET,ALL,-0.059,45.7,138
RSI Momentum,Momentum,LONG,POET,STRONG,1.542,60.6,33
RSI Momentum,Momentum,LONG,POET,NORMAL,1.152,68.0,25
RSI Momentum,Momentum,LONG,POET,CAUTIOUS,-0.223,55.6,18
RSI Momentum,Momentum,LONG,POET,WEAK,-2.012,11.5,26
RSI Momentum,Momentum,LONG,POET,CHOPPY,-0.974,36.1,36
RSI Momentum,Momentum,SHORT,POET,ALL,-0.056,53.3,105
RSI Momentum,Momentum,SHORT,POET,STRONG,-2.006,21.4,28
RSI Momentum,Momentum,SHORT,POET,NORMAL,-0.9,50.0,18
RSI Momentum,Momentum,SHORT,POET,WEAK,2.24,81.8,22
RSI Momentum,Momentum,SHORT,POET,CHOPPY,0.55,59.3,27
Donchian/Turtle,Momentum,LONG,POET,ALL,-0.187,43.1,153
Donchian/Turtle,Momentum,LONG,POET,STRONG,1.423,55.0,40
Donchian/Turtle,Momentum,LONG,POET,NORMAL,1.374,63.6,33
Donchian/Turtle,Momentum,LONG,POET,CAUTIOUS,-0.49,40.0,20
Donchian/Turtle,Momentum,LONG,POET,WEAK,-2.702,8.0,25
