strategy,family,direction,symbol,regime,sharpe,wr,active_days
RSI Revert,Reversion,SHORT,RBRK,CAUTIOUS,0.827,60.0,15
RSI Revert,Reversion,SHORT,RBRK,WEAK,1.677,80.5,41
RSI Revert,Reversion,SHORT,RBRK,CHOPPY,-0.164,47.9,48
Zscore Revert,Reversion,LONG,RBRK,ALL,0.473,55.3,76
Zscore Revert,Reversion,LONG,RBRK,STRONG,1.888,86.7,15
Zscore Revert,Reversion,LONG,RBRK,NORMAL,0.689,59.1,22
Zscore Revert,Reversion,LONG,RBRK,WEAK,-1.691,31.2,16
Zscore Revert,Reversion,SHORT,RBRK,ALL,-0.109,56.3,103
Zscore Revert,Reversion,SHORT,RBRK,STRONG,-1.7,37.9,29
Zscore Revert,Reversion,SHORT,RBRK,NORMAL,0.003,55.6,18
Zscore Revert,Reversion,SHORT,RBRK,WEAK,1.377,87.0,23
Zscore Revert,Reversion,SHORT,RBRK,CHOPPY,0.046,52.2,23
Keltner Revert,Reversion,LONG,RBRK,ALL,0.621,53.7,54
Keltner Revert,Reversion,LONG,RBRK,WEAK,-0.124,40.0,15
Keltner Revert,Reversion,SHORT,RBRK,ALL,-0.428,49.6,121
Keltner Revert,Reversion,SHORT,RBRK,STRONG,-1.88,30.3,33
Keltner Revert,Reversion,SHORT,RBRK,NORMAL,-0.949,40.0,25
Keltner Revert,Reversion,SHORT,RBRK,WEAK,1.381,81.5,27
Keltner Revert,Reversion,SHORT,RBRK,CHOPPY,0.705,52.0,25
MFI Revert,Reversion,LONG,RBRK,ALL,1.318,57.1,49
MFI Revert,Reversion,LONG,RBRK,NORMAL,1.049,52.9,17
MFI Revert,Reversion,SHORT,RBRK,ALL,0.23,52.4,82
MFI Revert,Reversion,SHORT,RBRK,STRONG,-1.141,36.4,22
MFI Revert,Reversion,SHORT,RBRK,WEAK,1.396,80.0,20
MFI Revert,Reversion,SHORT,RBRK,CHOPPY,-0.213,47.6,21
RSI Momentum,Momentum,LONG,RBRK,ALL,1.008,50.8,191
RSI Momentum,Momentum,LONG,RBRK,STRONG,2.532,73.1,52
RSI Momentum,Momentum,LONG,RBRK,NORMAL,0.995,57.1,35
RSI Momentum,Momentum,LONG,RBRK,CAUTIOUS,-0.827,40.0,15
RSI Momentum,Momentum,LONG,RBRK,WEAK,-1.677,19.5,41
RSI Momentum,Momentum,LONG,RBRK,CHOPPY,0.164,52.1,48
RSI Momentum,Momentum,SHORT,RBRK,ALL,-0.956,47.5,101
RSI Momentum,Momentum,SHORT,RBRK,STRONG,-1.587,28.0,25
RSI Momentum,Momentum,SHORT,RBRK,NORMAL,-0.627,47.8,23
RSI Momentum,Momentum,SHORT,RBRK,CAUTIOUS,0.093,50.0,16
RSI Momentum,Momentum,SHORT,RBRK,WEAK,0.752,62.5,24
Donchian/Turtle,Momentum,LONG,RBRK,ALL,-0.144,48.7,158
Donchian/Turtle,Momentum,LONG,RBRK,STRONG,1.998,72.7,44
Donchian/Turtle,Momentum,LONG,RBRK,NORMAL,0.388,55.2,29
Donchian/Turtle,Momentum,LONG,RBRK,WEAK,-2.017,15.8,38
Donchian/Turtle,Momentum,LONG,RBRK,CHOPPY,-0.241,50.0,34
Donchian/Turtle,Momentum,SHORT,RBRK,ALL,-1.355,40.6,128
Donchian/Turtle,Momentum,SHORT,RBRK,STRONG,-2.554,23.5,34
Donchian/Turtle,Momentum,SHORT,RBRK,NORMAL,-0.952,40.6,32
Donchian/Turtle,Momentum,SHORT,RBRK,CAUTIOUS,-0.493,38.9,18
Donchian/Turtle,Momentum,SHORT,RBRK,WEAK,1.528,59.1,22
Donchian/Turtle,Momentum,SHORT,RBRK,CHOPPY,-0.125,50.0,22
ADX Trend,Momentum,LONG,RBRK,ALL,1.381,54.5,200
ADX Trend,Momentum,LONG,RBRK,STRONG,2.259,75.0,44
ADX Trend,Momentum,LONG,RBRK,NORMAL,1.41,60.0,45
ADX Trend,Momentum,LONG,RBRK,CAUTIOUS,-0.431,48.1,27
ADX Trend,Momentum,LONG,RBRK,WEAK,-1.053,34.1,44
ADX Trend,Momentum,LONG,RBRK,CHOPPY,0.043,52.5,40
ADX Trend,Momentum,SHORT,RBRK,ALL,-0.488,44.6,175
ADX Trend,Momentum,SHORT,RBRK,STRONG,-2.166,21.2,52
ADX Trend,Momentum,SHORT,RBRK,NORMAL,0.076,44.8,29
ADX Trend,Momentum,SHORT,RBRK,CAUTIOUS,0.559,66.7,18
ADX Trend,Momentum,SHORT,RBRK,WEAK,1.701,72.1,43
ADX Trend,Momentum,SHORT,RBRK,CHOPPY,-0.345,33.3,33
RSI Revert,Reversion,LONG,RIVN,ALL,0.069,49.5,206
RSI Revert,Reversion,LONG,RIVN,STRONG,1.963,72.1,61
RSI Revert,Reversion,LONG,RIVN,NORMAL,0.376,48.1,27
RSI Revert,Reversion,LONG,RIVN,CAUTIOUS,-0.299,43.5,23
RSI Revert,Reversion,LONG,RIVN,WEAK,-2.689,17.1,41
RSI Revert,Reversion,LONG,RIVN,CHOPPY,-0.043,51.9,54
RSI Revert,Reversion,SHORT,RIVN,ALL,-0.085,53.3,150
RSI Revert,Reversion,SHORT,RIVN,STRONG,-1.561,33.3,39
RSI Revert,Reversion,SHORT,RIVN,NORMAL,0.055,54.3,35
RSI Revert,Reversion,SHORT,RIVN,WEAK,0.85,66.7,36
RSI Revert,Reversion,SHORT,RIVN,CHOPPY,0.211,59.3,27
Zscore Revert,Reversion,LONG,RIVN,ALL,0.127,50.5,91
Zscore Revert,Reversion,LONG,RIVN,STRONG,1.359,72.7,22
Zscore Revert,Reversion,LONG,RIVN,CAUTIOUS,-0.116,37.5,16
Zscore Revert,Reversion,LONG,RIVN,WEAK,-1.462,25.0,16
Zscore Revert,Reversion,LONG,RIVN,CHOPPY,0.026,57.7,26
Zscore Revert,Reversion,SHORT,RIVN,ALL,0.468,55.2,165
Zscore Revert,Reversion,SHORT,RIVN,STRONG,-1.12,33.3,39
Zscore Revert,Reversion,SHORT,RIVN,NORMAL,-0.247,58.5,41
Zscore Revert,Reversion,SHORT,RIVN,CAUTIOUS,0.637,63.6,22
Zscore Revert,Reversion,SHORT,RIVN,WEAK,1.333,69.7,33
Zscore Revert,Reversion,SHORT,RIVN,CHOPPY,0.452,56.7,30
Keltner Revert,Reversion,LONG,RIVN,ALL,-0.036,46.9,128
Keltner Revert,Reversion,LONG,RIVN,STRONG,1.552,67.6,37
Keltner Revert,Reversion,LONG,RIVN,NORMAL,0.289,47.4,19
Keltner Revert,Reversion,LONG,RIVN,CAUTIOUS,-0.167,38.1,21
Keltner Revert,Reversion,LONG,RIVN,WEAK,-2.218,17.9,28
Keltner Revert,Reversion,LONG,RIVN,CHOPPY,0.198,56.5,23
Keltner Revert,Reversion,SHORT,RIVN,ALL,0.898,58.5,118
Keltner Revert,Reversion,SHORT,RIVN,STRONG,-1.294,37.9,29
Keltner Revert,Reversion,SHORT,RIVN,NORMAL,0.145,58.3,24
Keltner Revert,Reversion,SHORT,RIVN,WEAK,1.297,75.0,28
Keltner Revert,Reversion,SHORT,RIVN,CHOPPY,0.36,54.2,24
MFI Revert,Reversion,LONG,RIVN,ALL,0.537,50.0,28
MFI Revert,Reversion,SHORT,RIVN,ALL,-0.447,50.0,76
MFI Revert,Reversion,SHORT,RIVN,STRONG,-1.702,22.7,22
MFI Revert,Reversion,SHORT,RIVN,NORMAL,-0.268,52.9,17
MFI Revert,Reversion,SHORT,RIVN,WEAK,0.581,62.5,16
RSI Momentum,Momentum,LONG,RIVN,ALL,0.085,46.7,150
RSI Momentum,Momentum,LONG,RIVN,STRONG,1.561,66.7,39
RSI Momentum,Momentum,LONG,RIVN,NORMAL,-0.055,45.7,35
RSI Momentum,Momentum,LONG,RIVN,WEAK,-0.85,33.3,36
RSI Momentum,Momentum,LONG,RIVN,CHOPPY,-0.211,40.7,27
RSI Momentum,Momentum,SHORT,RIVN,ALL,-0.069,50.5,206
RSI Momentum,Momentum,SHORT,RIVN,STRONG,-1.963,27.9,61
RSI Momentum,Momentum,SHORT,RIVN,NORMAL,-0.376,51.9,27
RSI Momentum,Momentum,SHORT,RIVN,CAUTIOUS,0.299,56.5,23
RSI Momentum,Momentum,SHORT,RIVN,WEAK,2.689,82.9,41
RSI Momentum,Momentum,SHORT,RIVN,CHOPPY,0.043,48.1,54
Donchian/Turtle,Momentum,LONG,RIVN,ALL,-0.558,45.0,180
Donchian/Turtle,Momentum,LONG,RIVN,STRONG,1.2,58.0,50
Donchian/Turtle,Momentum,LONG,RIVN,NORMAL,-0.095,40.0,35
Donchian/Turtle,Momentum,LONG,RIVN,CAUTIOUS,-0.56,37.5,16
Donchian/Turtle,Momentum,LONG,RIVN,WEAK,-1.438,34.1,44
Donchian/Turtle,Momentum,LONG,RIVN,CHOPPY,-0.364,48.6,35
Donchian/Turtle,Momentum,SHORT,RIVN,ALL,-0.31,48.8,172
Donchian/Turtle,Momentum,SHORT,RIVN,STRONG,-1.855,25.0,48
Donchian/Turtle,Momentum,SHORT,RIVN,NORMAL,-0.609,46.4,28
Donchian/Turtle,Momentum,SHORT,RIVN,CAUTIOUS,-0.04,55.0,20
Donchian/Turtle,Momentum,SHORT,RIVN,WEAK,2.449,81.6,38
Donchian/Turtle,Momentum,SHORT,RIVN,CHOPPY,-0.508,44.7,38
ADX Trend,Momentum,LONG,RIVN,ALL,0.207,46.8,297
ADX Trend,Momentum,LONG,RIVN,STRONG,1.882,70.6,68
ADX Trend,Momentum,LONG,RIVN,NORMAL,0.943,48.6,70
ADX Trend,Momentum,LONG,RIVN,CAUTIOUS,-0.903,34.2,38
ADX Trend,Momentum,LONG,RIVN,WEAK,-2.441,19.0,63
ADX Trend,Momentum,LONG,RIVN,CHOPPY,0.371,55.2,58
ADX Trend,Momentum,SHORT,RIVN,ALL,-0.592,49.1,287
ADX Trend,Momentum,SHORT,RIVN,STRONG,-2.38,28.0,93
ADX Trend,Momentum,SHORT,RIVN,NORMAL,-0.36,50.0,42
ADX Trend,Momentum,SHORT,RIVN,CAUTIOUS,0.427,63.3,30
ADX Trend,Momentum,SHORT,RIVN,WEAK,1.705,67.7,62
ADX Trend,Momentum,SHORT,RIVN,CHOPPY,0.156,55.0,60
RSI Revert,Reversion,LONG,SAIC,ALL,0.126,53.2,188
RSI Revert,Reversion,LONG,SAIC,STRONG,1.183,66.7,42
RSI Revert,Reversion,LONG,SAIC,NORMAL,0.811,57.1,42
RSI Revert,Reversion,LONG,SAIC,CAUTIOUS,-0.408,54.5,33
RSI Revert,Reversion,LONG,SAIC,WEAK,-0.825,38.7,31
RSI Revert,Reversion,LONG,SAIC,CHOPPY,-0.748,45.0,40
RSI Revert,Reversion,SHORT,SAIC,ALL,0.466,51.4,247
RSI Revert,Reversion,SHORT,SAIC,STRONG,0.253,39.3,61
RSI Revert,Reversion,SHORT,SAIC,NORMAL,-0.418,40.0,50
RSI Revert,Reversion,SHORT,SAIC,CAUTIOUS,-0.018,58.1,31
RSI Revert,Reversion,SHORT,SAIC,WEAK,0.612,64.0,50
RSI Revert,Reversion,SHORT,SAIC,CHOPPY,0.409,60.0,55
Zscore Revert,Reversion,LONG,SAIC,ALL,-0.013,52.8,127
Zscore Revert,Reversion,LONG,SAIC,STRONG,0.242,70.6,34
Zscore Revert,Reversion,LONG,SAIC,NORMAL,0.391,39.3,28
Zscore Revert,Reversion,LONG,SAIC,CAUTIOUS,-0.551,50.0,18
Zscore Revert,Reversion,LONG,SAIC,WEAK,-0.148,47.8,23
Zscore Revert,Reversion,LONG,SAIC,CHOPPY,-0.214,50.0,24
Zscore Revert,Reversion,SHORT,SAIC,ALL,0.249,50.3,197
Zscore Revert,Reversion,SHORT,SAIC,STRONG,-1.045,34.5,55
Zscore Revert,Reversion,SHORT,SAIC,NORMAL,-0.401,42.1,38
Zscore Revert,Reversion,SHORT,SAIC,CAUTIOUS,0.141,55.6,27
Zscore Revert,Reversion,SHORT,SAIC,WEAK,1.255,73.5,34
Zscore Revert,Reversion,SHORT,SAIC,CHOPPY,0.493,55.8,43
Keltner Revert,Reversion,LONG,SAIC,ALL,0.522,52.4,164
Keltner Revert,Reversion,LONG,SAIC,STRONG,1.31,66.7,42
Keltner Revert,Reversion,LONG,SAIC,NORMAL,0.499,50.0,34
Keltner Revert,Reversion,LONG,SAIC,CAUTIOUS,-0.228,52.4,21
Keltner Revert,Reversion,LONG,SAIC,WEAK,-0.626,40.0,30
Keltner Revert,Reversion,LONG,SAIC,CHOPPY,-0.065,48.6,37
Keltner Revert,Reversion,SHORT,SAIC,ALL,0.763,48.6,183
Keltner Revert,Reversion,SHORT,SAIC,STRONG,-0.452,29.8,47
Keltner Revert,Reversion,SHORT,SAIC,NORMAL,0.48,35.7,28
Keltner Revert,Reversion,SHORT,SAIC,CAUTIOUS,0.034,58.3,24
Keltner Revert,Reversion,SHORT,SAIC,WEAK,1.403,74.3,35
Keltner Revert,Reversion,SHORT,SAIC,CHOPPY,-0.26,51.0,49
MFI Revert,Reversion,LONG,SAIC,ALL,0.6,55.0,40
MFI Revert,Reversion,SHORT,SAIC,ALL,0.053,44.2,77
MFI Revert,Reversion,SHORT,SAIC,STRONG,0.015,38.1,21
MFI Revert,Reversion,SHORT,SAIC,NORMAL,0.22,37.5,16
MFI Revert,Reversion,SHORT,SAIC,WEAK,0.861,60.0,15
MFI Revert,Reversion,SHORT,SAIC,CHOPPY,-1.245,33.3,15
RSI Momentum,Momentum,LONG,SAIC,ALL,-0.466,48.6,247
RSI Momentum,Momentum,LONG,SAIC,STRONG,-0.253,60.7,61
RSI Momentum,Momentum,LONG,SAIC,NORMAL,0.418,60.0,50
RSI Momentum,Momentum,LONG,SAIC,CAUTIOUS,0.018,41.9,31
RSI Momentum,Momentum,LONG,SAIC,WEAK,-0.612,36.0,50
RSI Momentum,Momentum,LONG,SAIC,CHOPPY,-0.409,40.0,55
RSI Momentum,Momentum,SHORT,SAIC,ALL,-0.126,46.8,188
RSI Momentum,Momentum,SHORT,SAIC,STRONG,-1.183,33.3,42
RSI Momentum,Momentum,SHORT,SAIC,NORMAL,-0.811,42.9,42
RSI Momentum,Momentum,SHORT,SAIC,CAUTIOUS,0.408,45.5,33
RSI Momentum,Momentum,SHORT,SAIC,WEAK,0.825,61.3,31
RSI Momentum,Momentum,SHORT,SAIC,CHOPPY,0.748,55.0,40
Donchian/Turtle,Momentum,LONG,SAIC,ALL,-0.145,50.9,218
Donchian/Turtle,Momentum,LONG,SAIC,STRONG,0.574,63.8,58
Donchian/Turtle,Momentum,LONG,SAIC,NORMAL,0.32,56.4,39
Donchian/Turtle,Momentum,LONG,SAIC,CAUTIOUS,0.018,53.1,32
Donchian/Turtle,Momentum,LONG,SAIC,WEAK,-0.703,29.5,44
Donchian/Turtle,Momentum,LONG,SAIC,CHOPPY,-0.382,48.9,45
Donchian/Turtle,Momentum,SHORT,SAIC,ALL,0.151,47.8,161
Donchian/Turtle,Momentum,SHORT,SAIC,STRONG,-1.265,31.7,41
Donchian/Turtle,Momentum,SHORT,SAIC,NORMAL,-0.089,54.1,37
Donchian/Turtle,Momentum,SHORT,SAIC,CAUTIOUS,0.568,50.0,20
Donchian/Turtle,Momentum,SHORT,SAIC,WEAK,0.773,57.1,28
Donchian/Turtle,Momentum,SHORT,SAIC,CHOPPY,0.121,51.4,35
ADX Trend,Momentum,LONG,SAIC,ALL,0.401,53.9,319
ADX Trend,Momentum,LONG,SAIC,STRONG,0.984,72.3,83
ADX Trend,Momentum,LONG,SAIC,NORMAL,0.862,55.7,61
ADX Trend,Momentum,LONG,SAIC,CAUTIOUS,-0.243,50.0,44
ADX Trend,Momentum,LONG,SAIC,WEAK,-0.436,38.6,57
ADX Trend,Momentum,LONG,SAIC,CHOPPY,-0.557,45.9,74
ADX Trend,Momentum,SHORT,SAIC,ALL,0.293,46.0,276
ADX Trend,Momentum,SHORT,SAIC,STRONG,-0.682,31.6,79
ADX Trend,Momentum,SHORT,SAIC,NORMAL,0.419,46.9,49
ADX Trend,Momentum,SHORT,SAIC,CAUTIOUS,0.335,47.2,36
ADX Trend,Momentum,SHORT,SAIC,WEAK,0.596,59.3,59
ADX Trend,Momentum,SHORT,SAIC,CHOPPY,0.184,50.9,53
RSI Revert,Reversion,LONG,SMH,ALL,0.969,66.3,83
RSI Revert,Reversion,LONG,SMH,STRONG,2.569,96.7,30
RSI Revert,Reversion,LONG,SMH,WEAK,-0.873,20.8,24
RSI Revert,Reversion,SHORT,SMH,ALL,-0.795,46.8,282
RSI Revert,Reversion,SHORT,SMH,STRONG,-4.141,7.6,79
RSI Revert,Reversion,SHORT,SMH,NORMAL,-2.402,34.5,55
RSI Revert,Reversion,SHORT,SMH,CAUTIOUS,1.886,78.4,37
RSI Revert,Reversion,SHORT,SMH,WEAK,2.92,89.4,47
RSI Revert,Reversion,SHORT,SMH,CHOPPY,0.366,56.2,64
Zscore Revert,Reversion,LONG,SMH,ALL,0.956,70.1,87
Zscore Revert,Reversion,LONG,SMH,STRONG,2.55,96.8,31
Zscore Revert,Reversion,LONG,SMH,WEAK,-1.149,19.2,26
Zscore Revert,Reversion,SHORT,SMH,ALL,-0.485,44.9,167
Zscore Revert,Reversion,SHORT,SMH,STRONG,-3.097,9.3,43
Zscore Revert,Reversion,SHORT,SMH,NORMAL,-2.12,31.6,38
Zscore Revert,Reversion,SHORT,SMH,CAUTIOUS,1.448,81.0,21
Zscore Revert,Reversion,SHORT,SMH,WEAK,2.266,90.3,31
Zscore Revert,Reversion,SHORT,SMH,CHOPPY,-0.654,41.2,34
Keltner Revert,Reversion,LONG,SMH,ALL,0.258,64.0,50
Keltner Revert,Reversion,LONG,SMH,WEAK,-0.993,15.8,19
Keltner Revert,Reversion,SHORT,SMH,ALL,-1.11,43.8,224
Keltner Revert,Reversion,SHORT,SMH,STRONG,-3.545,7.0,57
Keltner Revert,Reversion,SHORT,SMH,NORMAL,-2.664,26.9,52
Keltner Revert,Reversion,SHORT,SMH,CAUTIOUS,1.702,82.1,28
Keltner Revert,Reversion,SHORT,SMH,WEAK,2.373,88.6,35
Keltner Revert,Reversion,SHORT,SMH,CHOPPY,-0.602,50.0,52
MFI Revert,Reversion,SHORT,SMH,ALL,-1.105,41.2,85
MFI Revert,Reversion,SHORT,SMH,STRONG,-2.428,0.0,26
MFI Revert,Reversion,SHORT,SMH,NORMAL,-1.792,16.7,18
MFI Revert,Reversion,SHORT,SMH,CHOPPY,0.809,66.7,21
RSI Momentum,Momentum,LONG,SMH,ALL,0.795,53.2,282
RSI Momentum,Momentum,LONG,SMH,STRONG,4.141,92.4,79
RSI Momentum,Momentum,LONG,SMH,NORMAL,2.402,65.5,55
RSI Momentum,Momentum,LONG,SMH,CAUTIOUS,-1.886,21.6,37
RSI Momentum,Momentum,LONG,SMH,WEAK,-2.92,10.6,47
RSI Momentum,Momentum,LONG,SMH,CHOPPY,-0.366,43.8,64
RSI Momentum,Momentum,SHORT,SMH,ALL,-0.969,33.7,83
RSI Momentum,Momentum,SHORT,SMH,STRONG,-2.569,3.3,30
RSI Momentum,Momentum,SHORT,SMH,WEAK,0.873,79.2,24
Donchian/Turtle,Momentum,LONG,SMH,ALL,1.041,56.3,302
Donchian/Turtle,Momentum,LONG,SMH,STRONG,4.193,91.5,82
Donchian/Turtle,Momentum,LONG,SMH,NORMAL,2.477,69.1,55
Donchian/Turtle,Momentum,LONG,SMH,CAUTIOUS,-1.747,27.3,44
Donchian/Turtle,Momentum,LONG,SMH,WEAK,-2.913,14.3,49
Donchian/Turtle,Momentum,LONG,SMH,CHOPPY,-0.058,52.8,72
Donchian/Turtle,Momentum,SHORT,SMH,ALL,-1.022,35.9,117
Donchian/Turtle,Momentum,SHORT,SMH,STRONG,-3.001,5.0,40
Donchian/Turtle,Momentum,SHORT,SMH,NORMAL,-0.994,23.8,21
Donchian/Turtle,Momentum,SHORT,SMH,WEAK,1.221,80.6,31
Donchian/Turtle,Momentum,SHORT,SMH,CHOPPY,0.082,46.7,15
ADX Trend,Momentum,LONG,SMH,ALL,1.632,58.0,317
ADX Trend,Momentum,LONG,SMH,STRONG,4.423,91.8,85
ADX Trend,Momentum,LONG,SMH,NORMAL,2.861,73.8,80
ADX Trend,Momentum,LONG,SMH,CAUTIOUS,-1.728,25.0,40
ADX Trend,Momentum,LONG,SMH,WEAK,-2.979,10.9,46
ADX Trend,Momentum,LONG,SMH,CHOPPY,0.064,48.5,66
ADX Trend,Momentum,SHORT,SMH,ALL,-0.897,39.9,183
ADX Trend,Momentum,SHORT,SMH,STRONG,-3.207,5.9,51
ADX Trend,Momentum,SHORT,SMH,NORMAL,-1.897,26.7,30
ADX Trend,Momentum,SHORT,SMH,CAUTIOUS,-1.27,32.0,25
ADX Trend,Momentum,SHORT,SMH,WEAK,2.569,86.4,44
ADX Trend,Momentum,SHORT,SMH,CHOPPY,0.489,48.5,33
RSI Revert,Reversion,LONG,TSLA,ALL,0.546,51.7,143
RSI Revert,Reversion,LONG,TSLA,STRONG,1.771,77.1,48
RSI Revert,Reversion,LONG,TSLA,NORMAL,0.585,50.0,24
RSI Revert,Reversion,LONG,TSLA,CAUTIOUS,0.072,47.1,17
RSI Revert,Reversion,LONG,TSLA,WEAK,-1.963,11.5,26
RSI Revert,Reversion,LONG,TSLA,CHOPPY,0.176,50.0,28
RSI Revert,Reversion,SHORT,TSLA,ALL,-0.888,43.8,160
RSI Revert,Reversion,SHORT,TSLA,STRONG,-2.502,18.9,37
RSI Revert,Reversion,SHORT,TSLA,NORMAL,-1.36,29.4,34
RSI Revert,Reversion,SHORT,TSLA,CAUTIOUS,0.455,52.4,21
RSI Revert,Reversion,SHORT,TSLA,WEAK,2.17,84.4,32
RSI Revert,Reversion,SHORT,TSLA,CHOPPY,-0.736,41.7,36
Zscore Revert,Reversion,LONG,TSLA,ALL,-0.115,48.9,137
Zscore Revert,Reversion,LONG,TSLA,STRONG,1.434,78.4,37
Zscore Revert,Reversion,LONG,TSLA,NORMAL,0.29,35.0,20
Zscore Revert,Reversion,LONG,TSLA,CAUTIOUS,0.287,59.1,22
Zscore Revert,Reversion,LONG,TSLA,WEAK,-2.197,17.1,35
Zscore Revert,Reversion,LONG,TSLA,CHOPPY,-0.311,52.2,23
Zscore Revert,Reversion,SHORT,TSLA,ALL,-1.023,44.0,141
Zscore Revert,Reversion,SHORT,TSLA,STRONG,-2.122,22.9,35
Zscore Revert,Reversion,SHORT,TSLA,NORMAL,-1.342,30.3,33
Zscore Revert,Reversion,SHORT,TSLA,CAUTIOUS,0.947,64.7,17
Zscore Revert,Reversion,SHORT,TSLA,WEAK,2.068,91.7,24
Zscore Revert,Reversion,SHORT,TSLA,CHOPPY,-1.07,34.4,32
Keltner Revert,Reversion,LONG,TSLA,ALL,0.329,50.5,107
Keltner Revert,Reversion,LONG,TSLA,STRONG,1.322,74.3,35
Keltner Revert,Reversion,LONG,TSLA,NORMAL,0.492,37.5,16
Keltner Revert,Reversion,LONG,TSLA,CAUTIOUS,0.289,60.0,15
Keltner Revert,Reversion,LONG,TSLA,WEAK,-1.777,14.3,21
Keltner Revert,Reversion,LONG,TSLA,CHOPPY,0.098,50.0,20
Keltner Revert,Reversion,SHORT,TSLA,ALL,0.057,51.6,126
Keltner Revert,Reversion,SHORT,TSLA,STRONG,-1.979,21.2,33
Keltner Revert,Reversion,SHORT,TSLA,NORMAL,-0.907,40.0,25
Keltner Revert,Reversion,SHORT,TSLA,WEAK,2.025,87.0,23
Keltner Revert,Reversion,SHORT,TSLA,CHOPPY,0.415,53.1,32
MFI Revert,Reversion,LONG,TSLA,ALL,0.536,64.7,34
MFI Revert,Reversion,LONG,TSLA,STRONG,0.848,87.5,16
MFI Revert,Reversion,SHORT,TSLA,ALL,0.258,49.1,53
MFI Revert,Reversion,SHORT,TSLA,STRONG,-0.94,18.8,16
MFI Revert,Reversion,SHORT,TSLA,NORMAL,-0.9,26.7,15
RSI Momentum,Momentum,LONG,TSLA,ALL,0.888,56.2,160
RSI Momentum,Momentum,LONG,TSLA,STRONG,2.502,81.1,37
RSI Momentum,Momentum,LONG,TSLA,NORMAL,1.36,70.6,34
RSI Momentum,Momentum,LONG,TSLA,CAUTIOUS,-0.455,47.6,21
RSI Momentum,Momentum,LONG,TSLA,WEAK,-2.17,15.6,32
RSI Momentum,Momentum,LONG,TSLA,CHOPPY,0.736,58.3,36
RSI Momentum,Momentum,SHORT,TSLA,ALL,-0.546,48.3,143
RSI Momentum,Momentum,SHORT,TSLA,STRONG,-1.771,22.9,48
RSI Momentum,Momentum,SHORT,TSLA,NORMAL,-0.585,50.0,24
RSI Momentum,Momentum,SHORT,TSLA,CAUTIOUS,-0.072,52.9,17
RSI Momentum,Momentum,SHORT,TSLA,WEAK,1.963,88.5,26
RSI Momentum,Momentum,SHORT,TSLA,CHOPPY,-0.176,50.0,28
Donchian/Turtle,Momentum,LONG,TSLA,ALL,0.947,52.6,196
Donchian/Turtle,Momentum,LONG,TSLA,STRONG,2.571,80.0,55
Donchian/Turtle,Momentum,LONG,TSLA,NORMAL,1.4,66.7,36
Donchian/Turtle,Momentum,LONG,TSLA,CAUTIOUS,-0.559,34.8,23
Donchian/Turtle,Momentum,LONG,TSLA,WEAK,-2.306,6.9,29
Donchian/Turtle,Momentum,LONG,TSLA,CHOPPY,-0.117,47.2,53
Donchian/Turtle,Momentum,SHORT,TSLA,ALL,-0.195,50.3,149
Donchian/Turtle,Momentum,SHORT,TSLA,STRONG,-1.762,19.0,42
Donchian/Turtle,Momentum,SHORT,TSLA,NORMAL,-0.551,57.7,26
Donchian/Turtle,Momentum,SHORT,TSLA,CAUTIOUS,-0.246,45.8,24
Donchian/Turtle,Momentum,SHORT,TSLA,WEAK,2.24,81.8,33
Donchian/Turtle,Momentum,SHORT,TSLA,CHOPPY,0.471,58.3,24
ADX Trend,Momentum,LONG,TSLA,ALL,-0.297,44.9,243
ADX Trend,Momentum,LONG,TSLA,STRONG,2.585,78.0,50
ADX Trend,Momentum,LONG,TSLA,NORMAL,0.772,50.0,54
ADX Trend,Momentum,LONG,TSLA,CAUTIOUS,-0.431,40.0,35
ADX Trend,Momentum,LONG,TSLA,WEAK,-3.154,4.7,43
ADX Trend,Momentum,LONG,TSLA,CHOPPY,-0.343,44.3,61
ADX Trend,Momentum,SHORT,TSLA,ALL,-0.73,44.1,288
ADX Trend,Momentum,SHORT,TSLA,STRONG,-2.849,18.4,87
ADX Trend,Momentum,SHORT,TSLA,NORMAL,-1.111,39.6,48
ADX Trend,Momentum,SHORT,TSLA,CAUTIOUS,0.768,46.9,32
ADX Trend,Momentum,SHORT,TSLA,WEAK,3.034,84.7,59
ADX Trend,Momentum,SHORT,TSLA,CHOPPY,-0.255,43.5,62
RSI Revert,Reversion,LONG,UBER,ALL,1.079,59.6,151
RSI Revert,Reversion,LONG,UBER,STRONG,1.764,70.2,47
RSI Revert,Reversion,LONG,UBER,NORMAL,0.549,57.6,33
RSI Revert,Reversion,LONG,UBER,CAUTIOUS,0.224,58.6,29
RSI Revert,Reversion,LONG,UBER,WEAK,-0.919,40.7,27
RSI Revert,Reversion,LONG,UBER,CHOPPY,0.356,66.7,15
RSI Revert,Reversion,SHORT,UBER,ALL,-0.396,50.7,207
RSI Revert,Reversion,SHORT,UBER,STRONG,-1.873,28.8,52
RSI Revert,Reversion,SHORT,UBER,NORMAL,-0.742,48.7,39
RSI Revert,Reversion,SHORT,UBER,CAUTIOUS,0.83,69.6,23
RSI Revert,Reversion,SHORT,UBER,WEAK,1.568,71.9,32
RSI Revert,Reversion,SHORT,UBER,CHOPPY,0.664,52.5,61
Zscore Revert,Reversion,LONG,UBER,ALL,0.875,54.5,134
Zscore Revert,Reversion,LONG,UBER,STRONG,1.949,72.3,47
