date,ib_range_pts,day_ret_pct,day_range_pct,vol_vol,continuation,post_move_pts,live_regime,hmm_state,hmm_regime
2025-01-15,222.0,0.5964074392123186,1.252808526156054,0.6626925150999263,-1,13.0,TRENDING,0,HMM_QUIET
2025-01-16,162.0,-1.2107466852756454,1.270062805303559,0.6171889060022829,1,141.0,CHOPPY,0,HMM_QUIET
2025-01-17,172.5,-0.3349193883679032,0.8846491430683235,0.7945793671344094,-1,46.25,CHOPPY,0,HMM_QUIET
2025-01-20,103.25,-0.19794232052845998,0.7227196354178654,0.5061307354666885,1,8.25,CHOPPY,0,HMM_QUIET
2025-01-21,193.0,0.23951268380871227,1.1952604124684776,0.751046641242017,-1,123.75,CHOPPY,0,HMM_QUIET
2025-01-22,134.5,0.3194268569538086,0.8738606158093478,0.7299881557908664,-1,28.75,CHOPPY,0,HMM_QUIET
2025-01-23,52.25,0.679565078349856,0.8463155009365435,0.572674414462751,1,136.75,QUIET,0,HMM_QUIET
2025-01-24,90.5,-0.5942592739603297,1.06490354627624,0.564586131872747,1,80.5,QUIET,0,HMM_QUIET
2025-01-27,262.25,0.9337830640866324,1.5208000473400793,0.5575752018036154,-1,46.75,TRENDING,0,HMM_QUIET
2025-01-28,320.5,1.2158197394671988,2.1840159605680083,0.6254401263776601,1,94.75,TRENDING,0,HMM_QUIET
2025-01-29,125.75,-0.6539427539670598,1.1030220257178902,0.47686711216304417,1,44.75,CHOPPY,0,HMM_QUIET
2025-01-30,226.75,-0.09468822170900693,1.523094688221709,0.6829352064608687,-1,97.5,TRENDING,0,HMM_QUIET
2025-01-31,157.5,-0.9139235564944831,1.994328162852911,0.4476059173694742,-1,321.5,CHOPPY,0,HMM_QUIET
2025-02-03,250.25,0.9427069831019773,1.9172303268836466,0.7134934353158656,1,62.75,TRENDING,0,HMM_QUIET
2025-02-04,258.5,0.8647752867996312,1.3525972434558335,0.6460951800624568,-1,33.5,TRENDING,0,HMM_QUIET
2025-02-05,108.0,0.9489338994454884,1.3085543258857102,0.6696382647931972,1,173.75,CHOPPY,0,HMM_QUIET
2025-02-06,111.5,0.2537109531954952,0.7817971001182453,0.6434588477952011,1,40.0,CHOPPY,0,HMM_QUIET
