date,year,symbol,grade,score,regime,spy_chg,entry,pnl_usd,pnl_pct,result,dna_cluster,patterns
2024-02-07,2024,COHR,A+,175,STRONG,0.83,59.29,107.93,4.69,WIN,MOMENTUM,ORB | VWAP reclaim | RS +5.9% | 2.6x vol | EMA uptrend
2024-05-06,2024,COHR,A+,90,STRONG,1.03,57.32,24.08,1.05,WIN,MOMENTUM,VWAP reclaim | 1.7x vol | EMA uptrend | +2.5% | Strong mkt
2024-06-03,2024,COHR,A+,185,NORMAL,0.08,61.05,227.98,9.91,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +22.8% | 5.2x vol
2024-06-12,2024,COHR,A+,170,STRONG,0.82,68.53,63.77,2.77,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +4.5% | 1.3x vol
2024-08-15,2024,COHR,A+,125,STRONG,1.71,71.63,-11.24,-0.49,LOSS,MOMENTUM,RS +4.7% | 3.4x vol | Above EMA21 | RSI 51 | +6.4%
2024-08-16,2024,COHR,A+,180,NORMAL,0.22,74.0,98.37,4.28,WIN,MOMENTUM,ORB | VWAP reclaim | RS +7.3% | 2.6x vol | EMA uptrend
2024-09-18,2024,COHR,A+,140,NORMAL,-0.3,78.22,70.57,3.53,WIN,MOMENTUM,VWAP reclaim | RS +4.2% | 2.4x vol | EMA uptrend | RSI 53
2024-09-19,2024,COHR,A+,190,STRONG,1.71,84.68,76.24,3.31,WIN,MOMENTUM,ORB | VWAP reclaim | RS +4.6% | 2.6x vol | EMA uptrend
2024-10-11,2024,COHR,A+,145,STRONG,0.6,100.3,99.06,4.31,WIN,MOMENTUM,VWAP reclaim | HOD break | RS +5.0% | 1.4x vol | EMA uptrend
2024-11-07,2024,COHR,A+,190,STRONG,0.77,103.0,0.0,0.0,PARTIAL_STOP,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +9.3% | 2.8x vol
2025-01-03,2025,COHR,A+,180,STRONG,1.25,102.72,78.82,3.43,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +4.4% | 1.4x vol
2025-02-06,2025,COHR,A+,115,NORMAL,0.35,103.25,-62.15,-2.7,LOSS,MOMENTUM,RS +11.2% | 2.3x vol | Above EMA21 | RSI 54 | +11.5%
2025-05-12,2025,COHR,A+,175,STRONG,3.3,76.84,27.84,1.21,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +6.9% | 1.5x vol
2025-06-18,2025,COHR,A+,110,NORMAL,-0.02,80.02,56.74,2.84,WIN,MOMENTUM,VWAP reclaim | RS +3.2% | 1.3x vol | Above EMA21 | RSI 55
2025-06-25,2025,COHR,A+,160,NORMAL,0.06,82.17,96.85,4.21,WIN,MOMENTUM,VWAP reclaim | HOD break | RS +5.7% | 1.9x vol | EMA uptrend
2025-06-26,2025,COHR,A+,140,STRONG,0.78,86.5,89.87,3.91,WIN,MOMENTUM,VWAP reclaim | HOD break | RS +4.2% | 1.8x vol | EMA uptrend
2025-07-29,2025,COHR,A+,90,NORMAL,-0.26,106.76,4.74,0.21,WIN,MOMENTUM,ORB | 1.6x vol | EMA uptrend | +2.6%
2025-08-07,2025,COHR,A+,170,NORMAL,-0.08,111.96,38.21,1.66,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +6.3% | 1.7x vol
2025-08-12,2025,COHR,A+,85,STRONG,1.06,114.6,34.21,1.71,WIN,MOMENTUM,VWAP reclaim | 1.4x vol | EMA uptrend | RSI 77 strong | +2.6%
2025-10-24,2025,COHR,A+,180,STRONG,0.82,124.82,99.14,4.31,WIN,MOMENTUM,ORB | VWAP reclaim | RS +5.6% | 1.8x vol | EMA uptrend
2025-10-27,2025,COHR,A+,160,STRONG,1.18,133.22,30.56,1.33,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +3.2% | 1.4x vol
2025-11-05,2025,COHR,A+,150,NORMAL,0.35,131.71,83.0,3.61,WIN,MOMENTUM,ORB | VWAP reclaim | RS +4.3% | 2.6x vol | EMA uptrend
2025-11-10,2025,COHR,A+,165,STRONG,1.56,159.0,113.34,4.93,WIN,MOMENTUM,ORB | VWAP reclaim | RS +6.3% | 1.6x vol | EMA uptrend
2026-01-15,2026,COHR,A+,145,NORMAL,0.27,192.33,79.2,3.44,WIN,MOMENTUM,ORB | RS +6.2% | 1.9x vol | EMA uptrend | RSI 53
2026-01-21,2026,COHR,A+,150,STRONG,1.15,197.51,80.5,3.5,WIN,MOMENTUM,ORB | VWAP reclaim | 1.6x vol | EMA uptrend | RSI 57
2026-02-27,2026,COHR,A+,150,NORMAL,-0.48,247.02,96.43,4.82,WIN,MOMENTUM,VWAP reclaim | HOD break | RS +4.0% | 2.4x vol | Above EMA21
2026-03-02,2026,COHR,A+,160,NORMAL,0.06,274.93,157.81,6.86,WIN,MOMENTUM,ORB | VWAP reclaim | HOD break | RS +15.4% | 1.5x vol
2026-05-06,2026,COHR,A+,140,STRONG,1.39,341.91,18.57,0.81,WIN,MOMENTUM,ORB | VWAP reclaim | 1.7x vol | EMA uptrend | RSI 57
2026-05-11,2026,COHR,A+,170,NORMAL,0.23,345.0,173.13,7.53,WIN,MOMENTUM,ORB | VWAP reclaim | RS +13.0% | 1.6x vol | EMA uptrend
2021-02-19,2021,IONQ,A+,120,NORMAL,-0.18,12.37,89.11,3.87,WIN,HIGH_VOL,VWAP reclaim | RS +4.0% | 1.3x vol | EMA uptrend | RSI 77 strong
2021-02-24,2021,IONQ,A+,190,STRONG,1.1,14.05,89.42,3.89,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +17.8% | 23.7x vol | EMA uptrend
2021-06-08,2021,IONQ,A+,130,NORMAL,0.02,10.34,19.34,0.97,WIN,HIGH_VOL,VWAP reclaim | HOD break | 2.1x vol | EMA uptrend | +2.0%
2021-09-27,2021,IONQ,A+,110,NORMAL,-0.29,11.45,158.76,6.9,WIN,HIGH_VOL,RS +5.9% | 5.5x vol | EMA uptrend | +5.7%
2021-10-25,2021,IONQ,A+,125,STRONG,0.54,9.6,141.67,7.08,WIN,HIGH_VOL,VWAP reclaim | RS +5.9% | 1.8x vol | +6.4% | Strong mkt
2021-10-27,2021,IONQ,A+,130,NORMAL,-0.44,10.45,350.24,17.51,WIN,HIGH_VOL,VWAP reclaim | RS +17.2% | 1.9x vol | Above EMA21 | +16.7%
2021-10-28,2021,IONQ,A+,180,STRONG,0.96,12.49,0.0,0.0,PARTIAL_STOP,HIGH_VOL,ORB | VWAP reclaim | RS +10.0% | 1.8x vol | EMA uptrend
2021-10-29,2021,IONQ,A+,180,NORMAL,0.2,14.26,120.4,5.23,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +10.1% | 2.9x vol | EMA uptrend
2021-11-01,2021,IONQ,A+,90,NORMAL,0.17,15.87,0.0,0.0,PARTIAL_STOP,HIGH_VOL,RS +4.0% | 1.9x vol | EMA uptrend | +4.1%
2021-11-05,2021,IONQ,A+,200,NORMAL,0.35,17.26,191.42,8.32,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +16.9% | 2.6x vol
2021-11-08,2021,IONQ,A+,100,NORMAL,0.09,21.45,-115.0,-5.0,STOP,HIGH_VOL,RS +10.7% | 1.9x vol | EMA uptrend | +10.8%
2021-11-09,2021,IONQ,A+,110,NORMAL,-0.33,22.79,-115.0,-5.0,STOP,HIGH_VOL,RS +5.9% | 2.0x vol | EMA uptrend | +5.5%
2021-11-16,2021,IONQ,A+,140,NORMAL,0.4,19.67,682.26,34.11,WIN,HIGH_VOL,VWAP reclaim | RS +32.7% | 3.5x vol | Above EMA21 | RSI 79 strong
2021-11-17,2021,IONQ,A+,150,NORMAL,-0.24,26.3,-100.0,-5.0,STOP,HIGH_VOL,VWAP reclaim | RS +17.8% | 2.5x vol | EMA uptrend | +17.5%
2022-03-21,2022,IONQ,A+,105,NORMAL,-0.03,14.5,19.31,0.97,WIN,HIGH_VOL,VWAP reclaim | 1.3x vol | EMA uptrend | RSI 51 | +1.9%
2022-08-03,2022,IONQ,A+,190,STRONG,1.57,5.61,116.95,5.08,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +5.5% | 1.4x vol
2022-08-04,2022,IONQ,A+,170,NORMAL,-0.07,6.03,64.84,2.82,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +5.2% | 1.8x vol | EMA uptrend
2022-08-05,2022,IONQ,A+,150,NORMAL,-0.17,6.18,77.67,3.88,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +3.7% | 1.8x vol | EMA uptrend
2022-08-10,2022,IONQ,A+,195,STRONG,2.1,6.04,112.72,4.9,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +8.6% | 1.9x vol | EMA uptrend
2022-08-15,2022,IONQ,A+,85,NORMAL,0.41,6.24,38.46,1.92,WIN,HIGH_VOL,VWAP reclaim | 1.4x vol | EMA uptrend | +2.4% | ✓ HIGH_VOL: VWAP+15 (pullback confirmed)
2022-08-16,2022,IONQ,A+,180,NORMAL,0.2,7.11,262.91,11.43,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +31.6% | 7.5x vol | EMA uptrend
2022-10-04,2022,IONQ,A+,185,STRONG,3.1,5.43,152.8,6.64,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +8.7% | 1.6x vol | Above EMA21
2022-11-11,2022,IONQ,A+,145,STRONG,0.97,5.52,112.32,5.62,WIN,HIGH_VOL,VWAP reclaim | RS +3.9% | 1.3x vol | EMA uptrend | RSI 60
2023-02-15,2023,IONQ,A+,135,NORMAL,0.32,5.0,260.0,13.0,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +12.9% | 1.4x vol | Above EMA21
2023-03-31,2023,IONQ,A+,185,STRONG,1.41,5.35,233.55,10.15,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +19.7% | 11.2x vol | EMA uptrend
2023-05-10,2023,IONQ,A+,205,NORMAL,0.47,6.54,129.59,5.63,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +8.5% | 1.6x vol
2023-05-15,2023,IONQ,A+,125,NORMAL,0.35,6.34,315.46,15.77,WIN,HIGH_VOL,VWAP reclaim | RS +15.2% | 2.0x vol | Above EMA21 | +15.6%
2023-05-17,2023,IONQ,A+,160,STRONG,1.21,7.99,242.8,12.14,WIN,HIGH_VOL,VWAP reclaim | RS +10.9% | 3.0x vol | EMA uptrend | +12.1%
2023-05-22,2023,IONQ,A+,150,NORMAL,0.04,9.01,293.63,12.77,WIN,HIGH_VOL,VWAP reclaim | RS +22.3% | 4.4x vol | EMA uptrend | +22.3%
2023-05-30,2023,IONQ,A+,185,NORMAL,0.04,10.2,146.57,6.37,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +9.9% | 1.7x vol
2023-06-28,2023,IONQ,A+,140,NORMAL,0.05,10.67,502.34,25.12,WIN,HIGH_VOL,VWAP reclaim | RS +23.4% | 3.0x vol | Above EMA21 | RSI 78 strong
2023-07-28,2023,IONQ,A+,185,STRONG,0.98,15.86,207.59,9.03,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +14.5% | 1.4x vol
2023-07-31,2023,IONQ,A+,175,NORMAL,0.19,18.82,52.55,2.28,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +7.2% | 1.3x vol
2023-08-01,2023,IONQ,A+,115,NORMAL,-0.29,18.48,149.35,7.47,WIN,HIGH_VOL,VWAP reclaim | RS +3.5% | 1.5x vol | EMA uptrend | +3.2%
2023-12-14,2023,IONQ,A+,195,NORMAL,0.32,13.64,151.93,6.61,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +9.6% | 2.0x vol
2024-02-12,2024,IONQ,A+,125,NORMAL,-0.04,11.13,88.05,4.4,WIN,HIGH_VOL,VWAP reclaim | RS +4.2% | 1.4x vol | Above EMA21 | RSI 49
2024-05-06,2024,IONQ,A+,155,STRONG,1.03,9.17,27.59,1.2,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | 1.5x vol | EMA uptrend
2024-05-14,2024,IONQ,A+,175,NORMAL,0.46,8.96,90.87,3.95,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +4.7% | 1.3x vol | EMA uptrend
2024-09-12,2024,IONQ,A+,125,STRONG,0.84,7.21,47.16,2.36,WIN,HIGH_VOL,VWAP reclaim | HOD break | 1.3x vol | Above EMA21 | RSI 51
2024-09-17,2024,IONQ,A+,135,NORMAL,0.04,7.92,58.08,2.53,WIN,HIGH_VOL,VWAP reclaim | RS +3.8% | 1.3x vol | EMA uptrend | RSI 63
2024-09-20,2024,IONQ,A+,175,NORMAL,-0.17,7.79,110.4,5.52,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +6.6% | 1.8x vol | EMA uptrend
2024-09-27,2024,IONQ,A+,180,NORMAL,-0.15,8.9,162.16,7.05,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +20.6% | 10.6x vol | EMA uptrend
2024-10-02,2024,IONQ,A+,145,NORMAL,0.04,8.09,274.41,13.72,WIN,HIGH_VOL,VWAP reclaim | RS +12.6% | 1.7x vol | Above EMA21 | RSI 63
2024-10-16,2024,IONQ,A+,185,NORMAL,0.43,10.74,224.54,9.76,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +16.8% | 1.6x vol
2024-10-18,2024,IONQ,A+,140,NORMAL,0.38,12.56,117.83,5.89,WIN,HIGH_VOL,VWAP reclaim | RS +6.0% | 1.8x vol | EMA uptrend | +6.4%
2024-10-21,2024,IONQ,A+,150,NORMAL,-0.16,13.22,232.98,11.65,WIN,HIGH_VOL,VWAP reclaim | RS +11.1% | 2.4x vol | EMA uptrend | +11.0%
2024-10-24,2024,IONQ,A+,160,NORMAL,0.22,15.29,89.09,3.87,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +6.4% | 1.4x vol | EMA uptrend
2024-10-25,2024,IONQ,A+,160,NORMAL,-0.03,15.8,146.84,7.34,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +8.0% | 1.5x vol | EMA uptrend
2024-10-28,2024,IONQ,A+,125,NORMAL,0.31,17.52,-115.0,-5.0,STOP,HIGH_VOL,ORB | RS +4.7% | 2.0x vol | EMA uptrend | +5.0%
2024-11-07,2024,IONQ,A+,150,STRONG,0.77,16.43,691.42,34.57,WIN,HIGH_VOL,VWAP reclaim | RS +33.6% | 3.6x vol | Above EMA21 | RSI 77 strong
2024-11-08,2024,IONQ,A+,150,NORMAL,0.43,21.69,285.85,14.29,WIN,HIGH_VOL,VWAP reclaim | RS +11.7% | 2.8x vol | EMA uptrend | RSI 78 strong
2024-11-13,2024,IONQ,A+,160,NORMAL,0.05,23.88,196.19,8.53,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +16.2% | 1.5x vol | EMA uptrend
2024-11-21,2024,IONQ,A+,140,STRONG,0.54,28.8,276.39,13.82,WIN,HIGH_VOL,VWAP reclaim | RS +13.0% | 1.4x vol | EMA uptrend | RSI 78 strong
2024-12-20,2024,IONQ,A+,155,STRONG,1.2,36.96,403.68,20.18,WIN,HIGH_VOL,VWAP reclaim | RS +16.4% | 1.7x vol | Above EMA21 | RSI 65
2025-03-24,2025,IONQ,A+,195,STRONG,1.79,23.23,200.57,8.72,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +15.5% | 1.6x vol
2025-05-02,2025,IONQ,A+,155,STRONG,1.48,27.8,186.56,8.11,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +11.4% | 1.4x vol | Above EMA21
2025-05-08,2025,IONQ,A+,130,STRONG,0.7,31.74,0.0,0.0,PARTIAL_STOP,HIGH_VOL,ORB | RS +8.6% | 2.7x vol | EMA uptrend | +9.3%
2025-05-22,2025,IONQ,A+,140,NORMAL,0.04,33.82,707.87,35.39,WIN,HIGH_VOL,VWAP reclaim | RS +36.5% | 6.4x vol | Above EMA21 | RSI 80 strong
2025-05-27,2025,IONQ,A+,190,STRONG,2.08,46.55,-115.0,-5.0,STOP,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +3.1% | 1.4x vol
2025-09-11,2025,IONQ,A+,170,STRONG,0.83,44.2,128.96,6.45,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +6.4% | 1.6x vol | EMA uptrend
2025-09-12,2025,IONQ,A+,170,NORMAL,-0.03,47.3,351.37,17.57,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +18.2% | 4.9x vol | EMA uptrend
2025-09-15,2025,IONQ,A+,190,STRONG,0.53,56.88,102.59,4.46,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +5.8% | 2.1x vol | EMA uptrend
2025-09-16,2025,IONQ,A+,160,NORMAL,-0.14,58.98,111.22,5.56,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +5.5% | 1.7x vol | EMA uptrend
2025-09-17,2025,IONQ,A+,180,NORMAL,-0.12,63.31,77.38,3.36,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +5.2% | 2.6x vol | EMA uptrend
2025-09-19,2025,IONQ,A+,150,NORMAL,0.5,65.98,134.28,6.71,WIN,HIGH_VOL,VWAP reclaim | RS +4.9% | 2.3x vol | EMA uptrend | +5.4%
2025-09-22,2025,IONQ,A+,90,NORMAL,0.47,68.11,112.47,5.62,WIN,HIGH_VOL,VWAP reclaim | 1.5x vol | EMA uptrend | +2.2% | ✓ HIGH_VOL: VWAP+15 (pullback confirmed)
2025-10-13,2025,IONQ,A+,175,STRONG,1.53,74.11,181.33,7.88,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +14.7% | 1.3x vol | Above EMA21
2025-12-22,2025,IONQ,A+,165,STRONG,0.62,49.88,149.26,6.49,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +10.5% | 1.5x vol | RSI 59
2026-04-14,2026,IONQ,A+,215,STRONG,1.22,31.78,201.52,8.76,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +18.9% | 3.9x vol
2026-04-15,2026,IONQ,A+,205,STRONG,0.79,38.36,204.1,8.87,WIN,HIGH_VOL,ORB | VWAP reclaim | HOD break | RS +20.2% | 4.9x vol
2026-04-16,2026,IONQ,A+,115,NORMAL,0.25,44.51,-115.0,-5.0,STOP,HIGH_VOL,ORB | RS +3.1% | 3.3x vol | EMA uptrend | RSI 78 strong
2026-04-17,2026,IONQ,A+,120,STRONG,1.21,44.09,90.72,4.54,WIN,HIGH_VOL,VWAP reclaim | 1.8x vol | EMA uptrend | +3.2% | Strong mkt
2026-04-20,2026,IONQ,A+,150,NORMAL,-0.2,45.34,131.45,6.57,WIN,HIGH_VOL,VWAP reclaim | HOD break | RS +5.0% | 1.7x vol | EMA uptrend
2026-05-06,2026,IONQ,A+,175,STRONG,1.39,49.1,138.77,6.03,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +8.1% | 1.6x vol | EMA uptrend
2026-05-11,2026,IONQ,A+,125,NORMAL,0.23,48.14,363.52,18.18,WIN,HIGH_VOL,VWAP reclaim | RS +15.3% | 1.6x vol | Above EMA21 | +15.5%
2026-05-21,2026,IONQ,A+,195,NORMAL,0.2,54.61,147.63,6.42,WIN,HIGH_VOL,ORB | VWAP reclaim | RS +12.0% | 2.0x vol | EMA uptrend
2026-05-22,2026,IONQ,A+,135,NORMAL,0.39,58.0,194.48,9.72,WIN,HIGH_VOL,VWAP reclaim | RS +7.7% | 1.6x vol | EMA uptrend | +8.1%
2022-03-17,2022,HOOD,A+,120,STRONG,1.25,12.63,120.35,6.02,WIN,INSTITUTIONAL,VWAP reclaim | RS +3.5% | 1.4x vol | Above EMA21 | RSI 62
2022-03-29,2022,HOOD,A+,165,STRONG,1.24,13.19,294.65,12.81,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +23.0% | 5.5x vol | Above EMA21
2022-05-13,2022,HOOD,A+,160,STRONG,2.39,10.54,-115.0,-5.0,STOP,INSTITUTIONAL,ORB | RS +22.5% | 2.4x vol | Above EMA21 | RSI 52
2022-08-03,2022,HOOD,A+,175,STRONG,1.57,9.4,168.83,7.34,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +10.1% | 4.1x vol | EMA uptrend
2022-08-04,2022,HOOD,A+,110,NORMAL,-0.07,10.97,-115.0,-5.0,STOP,INSTITUTIONAL,RS +5.6% | 2.7x vol | EMA uptrend | RSI 77 strong | +5.5%
2022-09-09,2022,HOOD,A+,155,STRONG,1.55,10.41,41.98,1.83,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +3.4% | 1.7x vol | EMA uptrend
2022-09-12,2022,HOOD,A+,140,STRONG,1.07,10.76,53.44,2.32,WIN,INSTITUTIONAL,ORB | VWAP reclaim | 1.6x vol | EMA uptrend | +3.9%
2022-09-14,2022,HOOD,A+,110,NORMAL,0.38,10.41,71.09,3.55,WIN,INSTITUTIONAL,VWAP reclaim | RS +3.2% | 1.7x vol | EMA uptrend | +3.6%
2022-10-28,2022,HOOD,A+,130,STRONG,2.38,11.1,72.07,3.6,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | 1.4x vol | EMA uptrend | RSI 63
2023-01-13,2023,HOOD,A+,85,NORMAL,0.39,8.93,87.35,4.37,WIN,INSTITUTIONAL,VWAP reclaim | 1.5x vol | EMA uptrend | RSI 76 strong | +3.1%
2023-01-27,2023,HOOD,A+,115,NORMAL,0.23,9.61,162.33,8.12,WIN,INSTITUTIONAL,VWAP reclaim | RS +7.6% | 1.9x vol | Above EMA21 | +7.8%
2023-02-01,2023,HOOD,A+,125,STRONG,1.06,10.26,101.36,5.07,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | 1.5x vol | EMA uptrend | RSI 78 strong
2023-02-02,2023,HOOD,A+,125,STRONG,1.46,11.12,4.14,0.18,WIN,INSTITUTIONAL,ORB | 2.1x vol | EMA uptrend | RSI 79 strong | +3.3%
2023-03-30,2023,HOOD,A+,150,STRONG,0.59,9.22,59.87,2.6,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +3.4% | 1.8x vol | Above EMA21
2023-05-11,2023,HOOD,A+,175,NORMAL,-0.17,9.55,24.08,1.05,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +6.6% | 4.0x vol | Above EMA21
2023-06-13,2023,HOOD,A+,110,STRONG,0.66,9.47,31.57,1.37,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | 1.5x vol | EMA uptrend | +2.6%
2023-06-14,2023,HOOD,A+,125,NORMAL,0.12,9.65,62.18,3.11,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +3.5% | 1.3x vol | EMA uptrend
2023-06-27,2023,HOOD,A+,100,STRONG,1.1,9.6,70.83,3.54,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | 1.4x vol | Above EMA21 | +3.2%
2023-06-28,2023,HOOD,A+,80,NORMAL,0.05,10.01,33.97,1.7,WIN,INSTITUTIONAL,VWAP reclaim | 1.5x vol | EMA uptrend | +2.4%
2023-07-03,2023,HOOD,A+,100,NORMAL,0.12,10.0,132.0,6.6,WIN,INSTITUTIONAL,VWAP reclaim | RS +6.7% | 1.4x vol | Above EMA21 | +6.8%
2023-07-10,2023,HOOD,A+,120,NORMAL,0.25,10.88,60.66,3.03,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +3.6% | 1.5x vol | EMA uptrend
2023-07-11,2023,HOOD,A+,175,STRONG,0.64,11.47,72.19,3.14,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +4.9% | 2.2x vol | EMA uptrend
2023-07-13,2023,HOOD,A+,125,STRONG,0.79,11.98,78.46,3.92,WIN,INSTITUTIONAL,VWAP reclaim | RS +3.5% | 1.6x vol | EMA uptrend | +4.3%
2023-07-19,2023,HOOD,A+,125,NORMAL,0.22,12.68,69.4,3.47,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +4.0% | 1.3x vol | EMA uptrend
2023-11-03,2023,HOOD,A+,135,STRONG,0.91,9.66,7.14,0.31,WIN,INSTITUTIONAL,ORB | VWAP reclaim | 1.7x vol | Above EMA21 | RSI 57
2023-11-07,2023,HOOD,A+,155,NORMAL,0.28,9.61,31.22,1.56,WIN,INSTITUTIONAL,VWAP reclaim | Bull flag | HOD break | 2.5x vol | EMA uptrend
2023-11-29,2023,HOOD,A+,120,NORMAL,-0.07,8.84,20.81,0.9,WIN,INSTITUTIONAL,ORB | RS +3.3% | 1.4x vol | Above EMA21 | RSI 60
2023-12-01,2023,HOOD,A+,140,STRONG,0.59,8.82,113.38,5.67,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +5.3% | 1.5x vol | EMA uptrend
2023-12-05,2023,HOOD,A+,170,NORMAL,-0.02,9.79,144.43,6.28,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +10.3% | 3.3x vol | EMA uptrend
2023-12-06,2023,HOOD,A+,170,NORMAL,-0.4,10.88,98.72,4.29,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +7.4% | 3.8x vol | EMA uptrend
2023-12-07,2023,HOOD,A+,95,STRONG,0.76,11.07,74.07,3.7,WIN,INSTITUTIONAL,VWAP reclaim | 1.7x vol | EMA uptrend | +1.9% | Strong mkt
2023-12-08,2023,HOOD,A+,95,NORMAL,0.43,11.23,89.05,4.45,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | 1.5x vol | EMA uptrend | +2.2%
2023-12-13,2023,HOOD,A+,115,STRONG,1.38,11.63,61.91,3.1,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | 1.5x vol | EMA uptrend | +3.1%
2023-12-19,2023,HOOD,A+,155,STRONG,0.61,12.06,163.35,7.1,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +9.8% | 1.7x vol | EMA uptrend
2024-02-09,2024,HOOD,A+,145,STRONG,0.58,11.4,30.26,1.32,WIN,INSTITUTIONAL,ORB | VWAP reclaim | HOD break | 1.5x vol | Above EMA21
2024-02-12,2024,HOOD,A+,175,NORMAL,-0.04,11.73,54.9,2.39,WIN,INSTITUTIONAL,ORB | VWAP reclaim | HOD break | RS +4.0% | 2.7x vol
2024-02-14,2024,HOOD,A+,120,STRONG,0.91,13.65,-115.0,-5.0,STOP,INSTITUTIONAL,RS +12.1% | 7.8x vol | EMA uptrend | RSI 78 strong | +13.0%
2024-02-16,2024,HOOD,A+,125,NORMAL,-0.5,13.38,92.68,4.63,WIN,INSTITUTIONAL,VWAP reclaim | RS +4.8% | 2.5x vol | EMA uptrend | RSI 78 strong
2024-02-26,2024,HOOD,A+,180,NORMAL,-0.37,14.71,126.3,5.49,WIN,INSTITUTIONAL,ORB | VWAP reclaim | HOD break | RS +8.0% | 1.7x vol
2024-02-27,2024,HOOD,A+,160,NORMAL,0.19,15.89,52.11,2.27,WIN,INSTITUTIONAL,ORB | VWAP reclaim | HOD break | RS +4.0% | 1.4x vol
2024-03-14,2024,HOOD,A+,110,NORMAL,-0.2,19.12,-115.0,-5.0,STOP,INSTITUTIONAL,RS +5.4% | 2.3x vol | EMA uptrend | RSI 77 strong | +5.2%
2024-05-14,2024,HOOD,A+,150,NORMAL,0.46,17.77,73.68,3.2,WIN,INSTITUTIONAL,ORB | RS +6.2% | 2.5x vol | Above EMA21 | RSI 55
2024-05-15,2024,HOOD,A+,130,STRONG,1.24,18.35,21.31,0.93,WIN,INSTITUTIONAL,ORB | HOD break | 1.3x vol | EMA uptrend | RSI 59
2024-05-17,2024,HOOD,A+,185,NORMAL,0.14,18.96,126.04,5.48,WIN,INSTITUTIONAL,ORB | VWAP reclaim | RS +12.1% | 3.3x vol | EMA uptrend
2024-05-20,2024,HOOD,A+,120,NORMAL,0.12,19.94,90.27,4.51,WIN,INSTITUTIONAL,VWAP reclaim | HOD break | RS +3.6% | 1.4x vol | EMA uptrend
